# H/Quartz/Sapphire
# Comparisons of a bulk acoustic wave quartz oscillator with a H-maser and a cryogenic sapphire oscillator
# d_g = 0
# https://arxiv.org/pdf/2010.08107.pdf
# mass [eV] 	d_me
4.1655143149263116e-19	1e30
4.1655143149263116e-19	11.654867223671637
4.52371232701404e-19	12.72973628257409
4.9278336973623145e-19	13.849623679888538
5.36805685097318e-19	15.068032189881478
5.847505454252091e-19	16.507314348606748
6.369776063625148e-19	18.084075184462524
6.939536050545707e-19	18.87586986276819
7.505891448018392e-19	6.483891128753273
8.141035935432668e-19	7.19163812871558
8.868384265240705e-19	7.797326764033738
9.660465006438503e-19	8.54211899408759
1.0523199243186323e-18	9.39044465215295
1.1463278848427584e-18	10.216560793735573
1.2487339536205392e-18	11.11535377913808
1.3603001673977672e-18	12.051502587110328
1.4818598018247067e-18	12.976506563202975
1.6142402828294982e-18	14.118103359767614
1.7584468432849103e-18	15.360131134390818
1.915535954311994e-18	16.71142521438277
2.0866584658353822e-18	18.181598207233247
2.2730286021321906e-18	19.91828482875211
2.4760444081789772e-18	21.820857880439796
2.8848243634484903e-18	25.7554964281632
3.042539239827193e-18	5.880801432552909
3.2594023153090357e-18	5.977687479196487
3.550516200832744e-18	6.5486697302843515
3.867630955886017e-18	7.174191589237643
4.183787455271135e-18	7.333806750559011
4.589916958360566e-18	8.203581996997944
4.99986590933962e-18	8.987179288079357
5.4607479960161224e-18	8.938025887481484
5.502520326217788e-18	6.466307547416372
5.8570942682862075e-18	6.076499725780549
6.380885490640871e-18	6.3865375379406615
6.950794998140985e-18	6.9965727050117845
7.571606037601675e-18	7.6648777722991825
8.18930967489779e-18	8.319038424452353
8.953441771510868e-18	8.809710924259797
9.828249552256169e-18	9.170115422643633
1.0603844699847371e-17	9.667614212640617
1.1634717347806266e-17	10.260850773926663
1.2657349078778626e-17	10.69507249491777
1.3826935825613765e-17	11.847475330718229
1.506230826470835e-17	12.836410285305597
1.5790738792515143e-17	12.58262252385197
1.6298745953205917e-17	15.369516556200722
1.792157857411646e-17	16.33859217919298
1.9416656485808444e-17	15.913729019187949
2.110392302319322e-17	19.428721938226616
2.31084942952095e-17	21.339883024211375
2.510562288226875e-17	23.927040594820447
2.716919870776656e-17	28.258634783669425
2.908249283663043e-17	35.4630781007695
3.1502775518175155e-17	37.20470806060976
3.33588748069688e-17	36.286477899733995
3.441720018611495e-17	46.25418739553576
3.7167680046951615e-17	47.86982791550311
4.085658452734934e-17	47.08742384523017
4.373562651304052e-17	49.740806333080606
4.383821649220528e-17	71.3651529783713
4.7605111606180076e-17	74.11246598190186
4.763072179798135e-17	59.82055928007535
5.188756565024129e-17	64.18985630504132
5.191773146582311e-17	50.92397762097278
5.457869328643345e-17	52.032882459049745
5.67066550638326e-17	69.92838463170168
6.070360965784536e-17	73.3831742986798
6.150411095882318e-17	57.978168378790755
6.64114269784157e-17	52.54384539139752
7.211169069514504e-17	56.49391962062655
7.826023242808173e-17	65.74428235274989
7.934414459011559e-17	50.7458733173425
8.423195746413242e-17	46.64478485638819
8.602443868478448e-17	62.334088161715414
9.278146623001171e-17	61.129758329319486
9.512437188361918e-17	51.50160462566988
1.027932767856734e-16	43.28240030754643
1.0309757076178797e-16	55.36793600826347
1.1237610194179054e-16	47.264025749296735
1.1674396689238709e-16	41.13509565918219
1.2309277530530826e-16	55.64222186222508
1.2746348333145658e-16	40.70844609905372
1.3143283498654021e-16	60.39235812048085
1.3233203973050436e-16	33.799410049456505
1.382699348664461e-16	46.16175201788045
1.4351781114447318e-16	37.98798429316561
1.5061691658539906e-16	50.92176893656311
1.5641549536245891e-16	40.005400770027094
1.629346333613747e-16	51.34017461039943
1.6978850455754011e-16	38.87665653560788
1.7807374678074983e-16	55.12758341823297
1.867610291998802e-16	39.387720797739206
1.9410657980030941e-16	52.837582798206995
2.0322336664058028e-16	37.440674638729696
2.1231718988056612e-16	46.48321490435159
2.217897552495619e-16	34.349056057653584
2.3054919306135215e-16	43.28725025330497
2.4138326798576747e-16	30.388477824876666
2.465180616149825e-16	24.333835546435385
2.503294336401889e-16	41.44089289572308
2.633469329264432e-16	31.895595587067138
2.7467235039879217e-16	43.56034613045326
2.859043412401525e-16	28.237620581591752
2.9720256268672003e-16	40.14468679431353
3.0693006811326567e-16	24.589647837696244
3.1304923790719015e-16	30.160146852409532
3.3806881902857736e-16	37.54214445140199
3.3834753281016676e-16	27.036879660159066
3.6673055188600564e-16	28.34397632210089
3.6835293194707686e-16	37.33537649695903
3.7546562203544096e-16	22.647792128356052
4.014682779734902e-16	33.014112172376734
4.0758985302231e-16	23.65846642665505
4.359032701593884e-16	31.88015122883878
4.456194542228416e-16	22.051566065883836
4.794880323407584e-16	29.11527390162985
4.839848964071706e-16	21.536430089957918
5.194200323700669e-16	29.88740490734843
5.280262922127444e-16	22.54992099412827
5.465945351241706e-16	20.413145398152142
5.740983378220289e-16	29.729672740072285
5.912469067076804e-16	21.272925989490737
6.290454435773594e-16	30.863127383832698
6.412167127870712e-16	52.370238902581846
6.474704481100122e-16	21.654113751214076
6.477015708416479e-16	42.375142703284205
