
# MICROSCOPE EP violation limit
# https://arxiv.org/abs/1712.00483
# mass [eV] 	d_me
1e-30	0.001274077031760158
8.012087386835363e-15	0.001274077031760158
1.9282568222936206e-14	0.001337318411909686
4.22001267800466e-14	0.0015005945736433863
8.397693053181506e-14	0.001920857306022773
1.2273904259398782e-13	0.0024731340352002083
2.1687866609374056e-13	0.0036130708667715577
3.922824194163758e-13	0.007300965000506152
5.275425968355756e-13	0.011075056075565949
6.927981511589638e-13	0.01680759250744438
8.990189348630168e-13	0.027225496918712806
1.1391715728302578e-12	0.047081880783355255
1.4095082442419246e-12	0.08692395424123014
1.9168591164012962e-12	0.23655501160851092
2.8628682470020164e-12	1.939024756552893
3.4973353265628385e-12	7.807846521635998
