#  Gamma-ray attenuation bound on ALP dark matter
# https://arxiv.org/abs/2208.13794
# mass [eV]	photon coupling [GeV^-1]
5.235779924081429	 1.3527417566810652e-10
7.260006448681684	 7.477788530868567e-11
7.526382924672558	 7.113347944110607e-11
7.7035760871158265	 6.813011282339774e-11
7.893677360730459	 6.495404569664746e-11
8.087299028300919	 6.169529023499274e-11
8.280920695871377	 5.899913204922126e-11
8.474542363441838	 5.63729494685528e-11
8.668164031012296	 5.3559854476051774e-11
8.861785698582755	 5.15972381585189e-11
9.055407366153215	 4.9678431200382005e-11
9.249029033723675	 4.750742416845096e-11
9.442650701294133	 4.593516486804517e-11
9.636272368864592	 4.446521290418777e-11
9.829894036435052	 4.253405735827382e-11
10.023515704005511	 4.084818855200395e-11
10.21713737157597	 3.952984154958975e-11
10.410759039146429	 3.832985017344745e-11
10.604380706716888	 3.733484681224546e-11
10.798002374287348	 3.5915946415313675e-11
10.991624041857806	 3.399845776872587e-11
11.185245709428266	 3.2632440615514446e-11
11.378867376998725	 3.155246923944573e-11
11.572489044569185	 3.0396278812986074e-11
11.766110712139643	 2.914200696997207e-11
11.959732379710102	 2.7789761292372444e-11
12.153354047280562	 2.669584249294546e-11
12.346975714851022	 2.6179942555419223e-11
12.54059738242148	 2.5615990015150433e-11
12.734219049991939	 2.4845401463071638e-11
12.927840717562399	 2.402314232765483e-11
13.121462385132858	 2.315594622132331e-11
13.315084052703316	 2.2332682964201313e-11
13.508705720273776	 2.1575269070927504e-11
13.702327387844235	 2.084354290208178e-11
13.895949055414695	 2.019937529128262e-11
14.089570722985153	 1.9597272737375104e-11
14.283192390555612	 1.899699286742257e-11
14.476814058126072	 1.8446375032837622e-11
14.670435725696532	 1.788134806433044e-11
14.86405739326699	 1.736306660687274e-11
15.05767906083745	 1.686457615506323e-11
15.251300728407909	 1.6366505271917864e-11
15.444922395978368	 1.5922122614776977e-11
15.645878217623464	 1.5493822032514265e-11
15.832165731119286	 1.5009679858457142e-11
16.025787398689744	 1.4587003238340597e-11
16.219409066260205	 1.4180239131014296e-11
16.413030733830663	 1.3777022877007375e-11
16.60665240140112	 1.3404213316617468e-11
16.800274068971582	 1.3030431754012874e-11
16.993895736542044	 1.2659910366368964e-11
17.187517404112498	 1.2306883973293804e-11
17.38113907168296	 1.1956936725693728e-11
17.57476073925342	 1.1607088081527824e-11
17.768382406823875	 1.1289804095765419e-11
17.962004074394336	 1.0984299275209823e-11
18.155625741964798	 1.067497845452767e-11
18.349247409535252	 1.0386110964044905e-11
18.542869077105713	 1.011077765131284e-11
18.736490744676175	 9.831614929735592e-12
18.930112412246636	 9.573688379404775e-12
19.12373407981709	 9.338361145378662e-12
19.317355747387552	 9.106242650074012e-12
19.510977414958013	 8.872362874507893e-12
19.704599082528468	 8.66652113430376e-12
19.89822075009893	 8.472640525828316e-12
20.09184241766939	 8.266715360400252e-12
20.285464085239845	 8.079493563070699e-12
20.45394008169726	 7.89778815198115e-12
20.637503480822502	 7.717362543747605e-12
20.85752810306166	 7.496366342715438e-12
21.06875174041125	 7.266746748518551e-12
21.297577347539978	 7.049641259532274e-12
21.508800984889568	 6.831048289768952e-12
21.737626592018295	 6.657956668100003e-12
21.948850229367885	 6.484206000694348e-12
22.177675836496604	 6.3199030000001675e-12
22.3888994738462	 6.13347062505989e-12
22.61772508097492	 5.954853086673209e-12
22.82894871832452	 5.772451255338901e-12
23.075376295232374	 5.559887791835507e-12
23.26899796280283	 5.492015722836547e-12
23.497823569931555	 5.355074590325948e-12
23.73936171078965	 5.2701440520888935e-12
23.955474784189008	 5.1129111226815954e-12
24.175499406428166	 4.988310133527104e-12
24.404325013556885	 4.867376541512348e-12
24.624349635796044	 4.746912900903858e-12
24.844374258035202	 4.6023065829996605e-12
