#  W. Yin, Y. Fujita, Y. Ezoe, Y. Ishisaki, 2025
# https://arxiv.org/abs/2503.04726
# mass [eV]	photon coupling [GeV^-1]
9420.	1.1005372482294988e-17
9420.666666666668	1.091885262270074e-17
9421.333333333334	1.0824330960866646e-17
9422.	1.072393805772846e-17
9422.666666666666	1.0617701532636938e-17
9423.333333333334	1.0506509712677832e-17
9424.	1.0391540327560699e-17
9424.666666666668	1.0272778258223001e-17
9425.333333333332	1.0152762997415479e-17
9426.	1.0034774391577992e-17
9426.666666666666	9.479860195075915e-18
9427.333333333334	9.383310227429896e-18
9428.	9.301111657948714e-18
9428.666666666666	9.232577683084343e-18
9429.333333333334	9.179764408820373e-18
9430.	9.142544508950132e-18
9430.666666666668	9.119309671458503e-18
9431.333333333332	9.109373195146819e-18
9432.	8.717400849775856e-18
9432.666666666666	8.728039797920827e-18
9433.333333333334	8.747539369953734e-18
9434.	8.775555420760977e-18
9434.666666666666	8.811604403281393e-18
9435.333333333332	8.862782856618022e-18
9436.	8.929578824196203e-18
9436.666666666668	9.015874875097103e-18
9437.333333333334	9.12535315425922e-18
9438.	9.25928155594303e-18
9438.666666666666	9.419435640253545e-18
9439.333333333334	9.498607043527295e-18
9440.	9.703714343850172e-18
9440.666666666668	9.927015032248039e-18
9441.333333333332	1.0162280356913073e-17
9442.	1.039890737746124e-17
9442.666666666666	1.0636543438649592e-17
9443.333333333334	1.086667504849675e-17
9444.	1.1084801450136506e-17
9444.666666666666	1.1288988010730535e-17
9445.333333333334	1.1475724456589483e-17
9446.	1.1643324996773085e-17
9446.666666666668	1.1791316299159453e-17
9447.333333333332	1.1918436565920009e-17
9448.	1.2125671117348846e-17
9448.666666666666	1.2224284552710084e-17
9449.333333333334	1.231459083088938e-17
9450.	1.2405349294030452e-17
9450.666666666666	1.2502843440579017e-17
9451.333333333332	1.2609390794115682e-17
9452.	1.2725124247561524e-17
9452.666666666668	1.2844311648030501e-17
9453.333333333334	1.2957744168277185e-17
9454.	1.3081646036729356e-17
9454.666666666666	1.3157562431371002e-17
9455.333333333334	1.3200784712508941e-17
9456.	1.32081841153977e-17
9456.666666666668	1.3177915007853352e-17
9457.333333333332	1.31109421794892e-17
9458.	1.3813585848952445e-17
9458.666666666666	1.367301241159524e-17
9459.333333333334	1.3498227711881983e-17
9460.	1.3290387080965334e-17
9460.666666666666	1.304603021856009e-17
9461.333333333334	1.278739195650723e-17
9462.	1.252136496876687e-17
9462.666666666668	1.2262139405248694e-17
9463.333333333332	1.2025136518387236e-17
9464.	1.1822209716962188e-17
9464.666666666666	1.1664083150777059e-17
9465.333333333334	1.1557026346751846e-17
9466.	1.1286219145996949e-17
9466.666666666666	1.1279978093666874e-17
9467.333333333332	1.1287170546159027e-17
9468.	1.136019011674379e-17
9468.666666666668	1.1461717137430634e-17
9469.333333333334	1.1579960618416545e-17
9470.	1.170044049565827e-17
9470.666666666666	1.1809488909908677e-17
9471.333333333334	1.189277362022136e-17
9472.	1.1939964383923789e-17
9472.666666666668	1.1643839807444457e-17
9473.333333333332	1.1607350602475773e-17
9474.	1.1533540597354453e-17
9474.666666666666	1.1408666844896302e-17
9475.333333333334	1.1245293370249156e-17
9476.	1.1051717780885451e-17
9476.666666666666	1.083952516875688e-17
9477.333333333334	1.0621651345924433e-17
9478.	1.0411685568387085e-17
9478.666666666668	1.0221915092872912e-17
9479.333333333332	1.0064395716160021e-17
9480.	9.940565108454449e-18
9480.666666666666	9.856625727334804e-18
9481.333333333334	9.813483707211195e-18
9482.	1.0694085670944074e-17
9482.666666666666	1.0731676100874199e-17
9483.333333333332	1.0805733913954961e-17
9484.	1.0907890243064456e-17
9484.666666666668	1.1028067374213576e-17
9485.333333333334	1.1155477740415108e-17
9486.	1.1264852942754491e-17
9486.666666666666	1.1374658482292137e-17
9487.333333333334	1.1465573161641263e-17
9488.	1.1533358576021264e-17
9488.666666666668	1.1576134579129613e-17
9489.333333333332	1.1593225347182226e-17
9490.	1.1584187370534242e-17
9490.666666666666	1.1916409585658164e-17
9491.333333333334	1.185563024336721e-17
9492.	1.1772236400610348e-17
9492.666666666666	1.1670075728266934e-17
9493.333333333334	1.1558367037441959e-17
9494.	1.1446600231702244e-17
9494.666666666668	1.1344988217015395e-17
9495.333333333332	1.1262835776333914e-17
9496.	1.120769017065834e-17
9496.666666666666	1.118493218607619e-17
9497.333333333334	1.1197058305215785e-17
9498.	1.124699138632844e-17
9498.666666666666	1.1316858743473849e-17
9499.333333333332	1.1420535112643094e-17
9500.	1.154229655546545e-17
9500.666666666668	1.167254208331248e-17
9501.333333333334	1.1800335790323059e-17
9502.	1.191412398334769e-17
9502.666666666666	1.2007582102401437e-17
9503.333333333334	1.2077121923511216e-17
9504.	1.212111014046914e-17
9504.666666666668	1.2129929916347573e-17
9505.333333333332	1.2123539800047302e-17
9506.	1.207139120704642e-17
9506.666666666666	1.2009095032199439e-17
9507.333333333334	1.1924102609804632e-17
9508.	1.1820622315409572e-17
9508.666666666666	1.1706159406011415e-17
9509.333333333334	1.1214517864520535e-17
9510.	1.1111088108754712e-17
9510.666666666668	1.1021883292859564e-17
9511.333333333332	1.0950910357841793e-17
9512.	1.0899437580139612e-17
9512.666666666666	1.0866587728253437e-17
9513.333333333334	1.0827036879653254e-17
9514.	1.0818140567852089e-17
9514.666666666666	1.0816384259162905e-17
9515.333333333332	1.0633856148768818e-17
9516.	1.063974170540621e-17
9516.666666666668	1.0650821008413215e-17
9517.333333333334	1.067072549436092e-17
9518.	1.0704836247314822e-17
9518.666666666666	1.0759294992299072e-17
9519.333333333334	1.0838833274836835e-17
9520.	1.0946603013088964e-17
9520.666666666668	1.1064286476844657e-17
9521.333333333332	1.122532127940242e-17
9522.	1.1405597778286935e-17
9522.666666666666	1.1595845935513147e-17
9523.333333333334	1.2729901324940122e-17
9524.	1.2885120334607943e-17
9524.666666666666	1.3012487978805596e-17
9525.333333333334	1.3105482268753532e-17
9526.	1.3160830144080526e-17
9526.666666666668	1.3177415466877606e-17
9527.333333333332	1.3154386320221651e-17
9528.	1.30932935149597e-17
9528.666666666666	1.2997705931612665e-17
9529.333333333334	1.283666136381998e-17
9530.	1.2679908066258312e-17
9530.666666666666	1.2507988620008337e-17
9531.333333333332	1.232685740528933e-17
9532.	1.2409475329983586e-17
9532.666666666668	1.2221086164818396e-17
9533.333333333334	1.2028157966919789e-17
9534.	1.1828431611817313e-17
9534.666666666666	1.1619670530157705e-17
9535.333333333334	1.1407995991359494e-17
9536.	1.1198655528936025e-17
9536.666666666668	1.0996510641215666e-17
9537.333333333332	1.0808551352045755e-17
9538.	1.0641977606181697e-17
9538.666666666666	1.0565605461661123e-17
9539.333333333334	1.0455230315980125e-17
9540.	1.0381116333958661e-17
9540.666666666666	1.034472510729997e-17
9541.333333333334	1.03465418953763e-17
9542.	1.0385174693467185e-17
9542.666666666668	1.0457706981462905e-17
9543.333333333332	1.0559376783887014e-17
9544.	1.050083170186036e-17
9544.666666666666	1.0635705144923577e-17
9545.333333333334	1.0774991134483932e-17
9546.	1.0920913341179972e-17
9546.666666666666	1.104377564784137e-17
9547.333333333332	1.1148217572324169e-17
9548.	1.1230674175996942e-17
9548.666666666668	1.1290324684106062e-17
9549.333333333334	1.1326958992141414e-17
9550.	1.1592812506709326e-17
9550.666666666666	1.1588518745452162e-17
9551.333333333334	1.156957531719462e-17
9552.	1.1542655551987633e-17
9552.666666666668	1.1514950016449152e-17
9553.333333333332	1.1490618967392055e-17
9554.	1.1480346679690574e-17
9554.666666666666	1.148399010508976e-17
9555.333333333334	1.1499433985677931e-17
9556.	1.1521391277450935e-17
9556.666666666666	1.1310307123319878e-17
9557.333333333334	1.1312605232077925e-17
9558.	1.1288181464379425e-17
9558.666666666668	1.1226206045809211e-17
9559.333333333332	1.1121289001786969e-17
9560.	1.0973561497975072e-17
9560.666666666666	1.0787047700422532e-17
9561.333333333334	1.0599342116682646e-17
9562.	1.0373862624169203e-17
9562.666666666666	1.0145907593048491e-17
9563.333333333332	1.0286927315523774e-17
9564.	1.0076263823327932e-17
9564.666666666668	9.894268553530847e-18
9565.333333333334	9.744719812310987e-18
9566.	9.626421023264906e-18
9566.666666666666	9.536671289716205e-18
9567.333333333334	9.48194020253189e-18
9568.	9.437067043297798e-18
9568.666666666668	9.406384974849707e-18
9569.333333333332	9.386547363043548e-18
9570.	9.374356278938578e-18
9570.666666666666	9.36952197854386e-18
9571.333333333334	9.767961634668387e-18
9572.	9.776920184859408e-18
9572.666666666666	9.795203505704346e-18
9573.333333333334	9.822398148560754e-18
9574.	9.861125171236988e-18
9574.666666666668	9.901389110379918e-18
9575.333333333332	9.942122775740972e-18
9576.	9.978539841958006e-18
9576.666666666666	1.0006651332854164e-17
9577.333333333334	1.0021755074121467e-17
9578.	1.0020790183066325e-17
9578.666666666666	9.845064363375004e-18
9579.333333333332	9.808855143504991e-18
9580.	9.753368370157339e-18
9580.666666666668	9.692854748372078e-18
9581.333333333334	9.60344304906708e-18
9582.	9.497587190069872e-18
9582.666666666666	9.379133861276089e-18
9583.333333333334	9.252084619715566e-18
9584.	9.122685715440893e-18
9584.666666666668	8.998145339917546e-18
9585.333333333332	8.884221934306022e-18
9586.	8.832687537157647e-18
9586.666666666666	8.754270806680217e-18
9587.333333333334	8.718978026687193e-18
9588.	8.69058178747803e-18
9588.666666666666	8.68619644480325e-18
9589.333333333334	8.703669537678098e-18
9590.	8.740528989110392e-18
9590.666666666668	8.793470906362689e-18
9591.333333333334	8.858057983044055e-18
9592.	8.930647360377569e-18
9592.666666666666	9.007751627493153e-18
9593.333333333334	9.003365097063405e-18
9594.	9.082357908068556e-18
9594.666666666666	9.146527227624391e-18
9595.333333333332	9.227017932014273e-18
9596.	9.312277218027879e-18
9596.666666666666	9.40393232042387e-18
9597.333333333334	9.502849254240791e-18
9598.	9.609882566382742e-18
9598.666666666666	9.723118986490693e-18
9599.333333333334	9.839542681553663e-18
9600.	9.845188544060642e-18
9600.666666666668	9.956594940373319e-18
9601.333333333332	1.006067273705859e-17
9602.	1.0156004766206449e-17
9602.666666666666	1.0240938210810594e-17
9603.333333333334	1.0316003397235477e-17
9604.	1.0321767214046719e-17
9604.666666666666	1.0372833039163342e-17
9605.333333333334	1.0414982588300827e-17
9606.	1.0447750676672134e-17
9606.666666666668	1.021055620384775e-17
9607.333333333334	1.0223927211098205e-17
9608.	1.022964502042e-17
9608.666666666666	1.0230184459573189e-17
9609.333333333334	1.0230585835903041e-17
9610.	1.0234445442581513e-17
9610.666666666666	1.0245174912211426e-17
9611.333333333332	1.0266141088498554e-17
9612.	1.0296799841898897e-17
9612.666666666666	1.0335666760152799e-17
9613.333333333334	1.0747322823810016e-17
9614.	1.0797568107736594e-17
9614.666666666666	1.0845182380516645e-17
9615.333333333334	1.0888273792624837e-17
9616.	1.0924436207470817e-17
9616.666666666668	1.095505862286774e-17
9617.333333333332	1.0982879946923302e-17
9618.	1.1009041921192172e-17
9618.666666666666	1.1036342601244238e-17
9619.333333333334	1.1065963302451714e-17
9620.	1.1096376434430397e-17
9620.666666666666	1.112709188482646e-17
9621.333333333334	1.115622542020391e-17
9622.	1.1142230187142001e-17
9622.666666666668	1.2160231557878623e-17
9623.333333333334	1.2172640372090989e-17
9624.	1.2187526697240466e-17
9624.666666666666	1.2212159488941079e-17
9625.333333333334	1.225234550504038e-17
9626.	1.2313282368795393e-17
9626.666666666666	1.2397916189778529e-17
9627.333333333332	1.2504773168133237e-17
9628.	1.2630575445232621e-17
9628.666666666666	1.2769654188754647e-17
9629.333333333334	1.2946068332238874e-17
9630.	1.3094589909601048e-17
9630.666666666666	1.3240184036333744e-17
9631.333333333334	1.33166629047175e-17
9632.	1.3456665024708675e-17
9632.666666666668	1.3593273455621537e-17
9633.333333333332	1.3726651145064198e-17
9634.	1.3856083516089385e-17
9634.666666666666	1.39786444666265e-17
9635.333333333334	1.4104770089061744e-17
9636.	1.4209004479383028e-17
9636.666666666666	1.430100256459966e-17
9637.333333333334	1.438241896791302e-17
9638.	1.453151957744362e-17
9638.666666666668	1.459609332116761e-17
9639.333333333334	1.4654180704134283e-17
9640.	1.4704335426842143e-17
9640.666666666666	1.4744379009659758e-17
9641.333333333334	1.478965837021975e-17
9642.	1.4812507659518838e-17
9642.666666666666	1.4827210731880224e-17
9643.333333333332	1.4839853568904567e-17
9644.	1.485561770287229e-17
9644.666666666666	1.471471017102761e-17
9645.333333333334	1.475151450449447e-17
9646.	1.4798800099985034e-17
9646.666666666666	1.4852862377022214e-17
9647.333333333334	1.490819284668929e-17
9648.	1.497586017677921e-17
9648.666666666668	1.501736928620799e-17
9649.333333333332	1.5049056437027115e-17
9650.	1.5073869945388457e-17
9650.666666666666	1.484503773117092e-17
9651.333333333334	1.4882911199864932e-17
9652.	1.493550540069397e-17
9652.666666666666	1.5006225469701417e-17
9653.333333333334	1.5092483732836225e-17
9654.	1.5186871192939616e-17
9654.666666666668	1.5280844575794123e-17
9655.333333333334	1.5363859607063033e-17
9656.	1.5363882399777353e-17
9656.666666666666	1.5401107392955737e-17
9657.333333333334	1.5414292177415428e-17
9658.	1.5501485136192512e-17
9658.666666666666	1.5471418112045143e-17
9659.333333333332	1.542123778649932e-17
9660.	1.5350148659561334e-17
9660.666666666666	1.5256222536714474e-17
9661.333333333334	1.5136790350534232e-17
9662.	1.4992288322671514e-17
9662.666666666666	1.482534583288825e-17
9663.333333333334	1.4639677961541036e-17
9664.	1.4440587462005873e-17
9664.666666666668	1.4258095740592e-17
9665.333333333332	1.4043376154812375e-17
9666.	1.3886865725933313e-17
9666.666666666666	1.3650890624858727e-17
9667.333333333334	1.3404315389413073e-17
9668.	1.3149105832331529e-17
9668.666666666666	1.2889799746205943e-17
9669.333333333332	1.2632275764238903e-17
9670.	1.2383234030446761e-17
9670.666666666668	1.2194020037321095e-17
9671.333333333334	1.1980338145185011e-17
9672.	1.1783076606203546e-17
9672.666666666666	1.1600037740556077e-17
9673.333333333334	1.1426581397380056e-17
9674.	1.1218156713525935e-17
9674.666666666668	1.1056222554203225e-17
9675.333333333332	1.0896357934644759e-17
9676.	1.0736998679376289e-17
9676.666666666666	1.0604332167093395e-17
9677.333333333334	1.0449090313392831e-17
9678.	1.0294892764259007e-17
9678.666666666666	1.0142428807630137e-17
9679.333333333334	9.991099257848208e-18
9680.	9.840765204150395e-18
9680.666666666668	9.692759114049411e-18
9681.333333333332	9.548118744316464e-18
9682.	9.413546328580175e-18
9682.666666666666	9.281076992618096e-18
9683.333333333334	9.161108723458755e-18
9684.	9.049075360272428e-18
9684.666666666666	8.948041738956619e-18
9685.333333333332	8.857026577007896e-18
9686.	8.775111098194635e-18
9686.666666666668	8.701523232493056e-18
9687.333333333334	8.635367237759551e-18
9688.	8.576953505569864e-18
9688.666666666666	8.5273893309417e-18
9689.333333333334	8.48790580179964e-18
9690.	8.460458649151703e-18
9690.666666666668	8.233604226877543e-18
9691.333333333332	8.215916672695052e-18
9692.	8.230140920040098e-18
9692.666666666666	8.258798503089475e-18
9693.333333333334	8.300599201788363e-18
9694.	8.353954465201286e-18
9694.666666666666	8.416984621407406e-18
9695.333333333334	8.487452492345046e-18
9696.	8.563799595490274e-18
9696.666666666668	8.645229466911913e-18
9697.333333333332	8.731359979933225e-18
9698.	8.822736167018478e-18
9698.666666666666	9.026291607238252e-18
9699.333333333334	9.134118712324232e-18
9700.	9.248987199290583e-18
9700.666666666666	9.37025613393675e-18
9701.333333333332	9.495836211716075e-18
9702.	9.623052069044932e-18
9702.666666666668	9.749194971762605e-18
9703.333333333334	9.871326648648915e-18
9704.	9.999410245011771e-18
9704.666666666666	1.0110831132304849e-17
9705.333333333334	1.0215335204139434e-17
9706.	1.0313185084156145e-17
9706.666666666668	1.0144693369229065e-17
9707.333333333332	1.022862176251334e-17
9708.	1.0305056978392934e-17
9708.666666666666	1.037322404510607e-17
9709.333333333334	1.0431780664702068e-17
9710.	1.049144688825783e-17
9710.666666666666	1.053440912148453e-17
9711.333333333334	1.0572506795260516e-17
9712.	1.0610920214477563e-17
9712.666666666668	1.0656217952973871e-17
9713.333333333332	1.0714545608684476e-17
9714.	1.0792528651698578e-17
9714.666666666666	1.0782474891579185e-17
9715.333333333334	1.0914657808853997e-17
9716.	1.107860114895177e-17
9716.666666666666	1.1275335999741384e-17
9717.333333333332	1.1440713992566219e-17
9718.	1.168728382876092e-17
9718.666666666668	1.1947944699495138e-17
9719.333333333334	1.22129530111659e-17
9720.	1.2474039315313584e-17
9720.666666666666	1.2723426708349409e-17
9721.333333333334	1.2956187737515769e-17
9722.	1.3172678613903315e-17
9722.666666666668	1.3492318448250296e-17
9723.333333333332	1.3689008122351833e-17
9724.	1.3886852969527313e-17
9724.666666666666	1.4091380340955944e-17
9725.333333333334	1.4305600550963298e-17
9726.	1.4525072820270713e-17
9726.666666666666	1.4750900838561667e-17
9727.333333333334	1.4971043047902608e-17
9728.	1.5175708893520176e-17
9728.666666666668	1.5355229116595795e-17
9729.333333333332	1.55046988136425e-17
9730.	1.5440559271187192e-17
9730.666666666666	1.5536124012770643e-17
9731.333333333334	1.561056070305838e-17
9732.	1.566951933783647e-17
9732.666666666666	1.5715881301638695e-17
9733.333333333332	1.5743567549292164e-17
9734.	1.5761364478914173e-17
9734.666666666668	1.5758726225497956e-17
9735.333333333334	1.5732515358351707e-17
9736.	1.5682002625553145e-17
9736.666666666666	1.5565210953427433e-17
9737.333333333334	1.548398644505763e-17
9738.	1.5404663287433415e-17
9738.666666666668	1.5340920131801445e-17
9739.333333333332	1.5304681907476052e-17
9740.	1.5304108010639426e-17
9740.666666666666	1.5343906884856305e-17
9741.333333333334	1.5391926806666567e-17
9742.	1.5503324197389115e-17
9742.666666666666	1.5640046342465885e-17
9743.333333333334	1.5605556039617623e-17
9744.	1.5757754699517288e-17
9744.666666666668	1.5899067541089424e-17
9745.333333333332	1.6020479543580925e-17
9746.	1.6117918405019835e-17
9746.666666666666	1.6191155006786625e-17
9747.333333333334	1.6240132438760593e-17
9748.	1.6266181703277724e-17
9748.666666666666	1.6276291984918118e-17
9749.333333333332	1.6256110778210388e-17
9750.	1.6211206153807048e-17
9750.666666666668	1.6142791060002283e-17
9751.333333333334	1.6053842138760305e-17
9752.	1.6376265870766473e-17
9752.666666666666	1.6267634418421632e-17
9753.333333333334	1.6163884999381912e-17
9754.	1.6072676779343242e-17
9754.666666666668	1.5996915366341343e-17
9755.333333333332	1.5934794445771516e-17
9756.	1.5877609004947972e-17
9756.666666666666	1.5825847489526305e-17
9757.333333333334	1.5769721848285206e-17
9758.	1.5706435346617018e-17
9758.666666666666	1.5636211920221637e-17
9759.333333333334	1.5563754618597806e-17
9760.	1.527166840055496e-17
9760.666666666668	1.521477108212954e-17
9761.333333333332	1.5173014955842135e-17
9762.	1.5147019034398218e-17
9762.666666666666	1.5132728360314984e-17
9763.333333333334	1.512457118531965e-17
9764.	1.5124307729772062e-17
9764.666666666666	1.5108569370443258e-17
9765.333333333332	1.5082729939990536e-17
9766.	1.504651575496239e-17
9766.666666666668	1.500146941201918e-17
9767.333333333334	1.4950943039039354e-17
9768.	1.5287639827141967e-17
9768.666666666666	1.5225727692966272e-17
9769.333333333334	1.5155587521266462e-17
9770.	1.507193266659997e-17
9770.666666666668	1.496879066816302e-17
9771.333333333332	1.484605796064115e-17
9772.	1.470232236359506e-17
9772.666666666666	1.453962113914824e-17
9773.333333333334	1.4361299231009762e-17
9774.	1.4169060435352912e-17
9774.666666666666	1.3963346666360565e-17
9775.333333333334	1.3742736308550288e-17
9776.	1.3361042228831269e-17
9776.666666666668	1.309562103851094e-17
9777.333333333332	1.2808201980714884e-17
9778.	1.2500579009092327e-17
9778.666666666666	1.2140485500678962e-17
9779.333333333334	1.1802338809420963e-17
9780.	1.1462384614438502e-17
9780.666666666666	1.1129668318432829e-17
9781.333333333332	1.0818979696284143e-17
9782.	1.053046078388515e-17
9782.666666666668	1.0261424095925394e-17
9783.333333333334	1.0008229662483427e-17
9784.	1.0098284241833587e-17
9784.666666666666	9.852152426677809e-18
9785.333333333334	9.614220834612152e-18
9786.	9.396352264448683e-18
9786.666666666668	9.178942212905794e-18
9787.333333333332	8.974768144434547e-18
9788.	8.786421380508172e-18
9788.666666666666	8.616136786914649e-18
9789.333333333334	8.465601003969895e-18
9790.	8.33544856733e-18
9790.666666666666	8.22582634311783e-18
9791.333333333334	8.136507482646e-18
9792.	7.954081643595152e-18
9792.666666666668	7.903749726220169e-18
9793.333333333332	7.869638196537002e-18
9794.	7.849489693926247e-18
9794.666666666666	7.840621689238589e-18
9795.333333333334	7.803810915069584e-18
9796.	7.804703383694747e-18
9796.666666666666	7.80561161887852e-18
9797.333333333332	7.802524026103288e-18
9798.	7.791627247647995e-18
9798.666666666668	7.770108762519828e-18
9799.333333333334	7.906450207823073e-18
9800.	7.855262801649595e-18
9800.666666666666	7.789509370415544e-18
9801.333333333334	7.709848526619776e-18
9802.	7.617650768580327e-18
9802.666666666668	7.515493643808345e-18
9803.333333333332	7.414564473597653e-18
9804.	7.302924539761381e-18
9804.666666666666	7.191650855629242e-18
9805.333333333334	7.084494260526541e-18
9806.	6.98503407907933e-18
9806.666666666666	6.8968761305733556e-18
9807.333333333334	6.979858328577792e-18
9808.	6.917462034771965e-18
9808.666666666668	6.874128489559703e-18
9809.333333333332	6.85089845050082e-18
9810.	6.847857848711357e-18
9810.666666666666	6.866885599223772e-18
9811.333333333334	6.907113256458641e-18
9812.	6.967801131504307e-18
9812.666666666666	7.047687424038307e-18
9813.333333333332	7.14405536988512e-18
9814.	7.071596259660593e-18
9814.666666666668	7.183532315388008e-18
9815.333333333334	7.29880762159535e-18
9816.	7.412515132081081e-18
9816.666666666666	7.520119219573041e-18
9817.333333333334	7.61734042420127e-18
9818.	7.701806251390876e-18
9818.666666666668	7.772758085734357e-18
9819.333333333332	7.830622004554409e-18
9820.	7.886673472000513e-18
9820.666666666666	7.922510865831178e-18
9821.333333333334	7.956113934919739e-18
9822.	7.99282644639947e-18
9822.666666666666	8.037270591831059e-18
9823.333333333334	8.092515748705227e-18
9824.	8.161152037294168e-18
9824.666666666668	8.24397542639735e-18
9825.333333333332	8.339855767415506e-18
9826.	8.447471233705458e-18
9826.666666666666	8.564313993189084e-18
9827.333333333334	8.687032262892021e-18
9828.	8.813462444480785e-18
9828.666666666666	8.941219304654647e-18
9829.333333333332	1.003639071228208e-17
9830.	1.0164382030755928e-17
9830.666666666668	1.0300826299651158e-17
9831.333333333334	1.042815312863275e-17
9832.	1.054439219216271e-17
9832.666666666666	1.0646793652912472e-17
9833.333333333334	1.073258423257616e-17
9834.	1.0801791876459666e-17
9834.666666666668	1.0854424930062039e-17
9835.333333333332	1.0890504771280581e-17
9836.	1.0911904331898684e-17
9836.666666666666	1.0918922465565128e-17
9837.333333333334	1.087394112001457e-17
9838.	1.0849709869361833e-17
9838.666666666666	1.0816884048450754e-17
9839.333333333334	1.0771740108080304e-17
9840.	1.071936500581593e-17
9840.666666666668	1.0665535573917356e-17
9841.333333333334	1.0617458851533095e-17
9842.	1.0584381344237081e-17
9842.666666666666	1.0573987323471158e-17
9843.333333333334	1.0572891008927636e-17
9844.	1.0628030530528032e-17
9844.666666666666	1.0723081747210202e-17
9845.333333333332	1.0860353725067797e-17
9846.	1.1041109431419889e-17
9846.666666666666	1.1263455752429024e-17
9847.333333333334	1.1490637358492204e-17
9848.	1.1765138352007802e-17
9848.666666666666	1.1530186985203623e-17
9849.333333333334	1.1823019499854444e-17
9850.	1.210307696001842e-17
9850.666666666668	1.2363358475638838e-17
9851.333333333332	1.2601034443471138e-17
9852.	1.2817040363090951e-17
9852.666666666666	1.3014394691647523e-17
9853.333333333334	1.3196388362725686e-17
9854.	1.3365029121902225e-17
9854.666666666666	1.3655379926063771e-17
9855.333333333334	1.3794388324864924e-17
9856.	1.3913509683118698e-17
9856.666666666668	1.4022195913309337e-17
9857.333333333334	1.409562799812079e-17
9858.	1.4143168794397637e-17
9858.666666666666	1.4166798450505714e-17
9859.333333333334	1.4168496315428133e-17
9860.	1.4149998671577408e-17
9860.666666666666	1.411195537127177e-17
9861.333333333332	1.407953452971045e-17
9862.	1.4030508762873656e-17
9862.666666666666	1.3928397098140728e-17
9863.333333333334	1.3802689300758695e-17
9864.	1.36555594182867e-17
9864.666666666666	1.34906740440582e-17
9865.333333333334	1.3310635179212755e-17
9866.	1.3117128681564342e-17
9866.666666666668	1.2910586932385884e-17
9867.333333333332	1.2689032876157398e-17
9868.	1.245012955897552e-17
9868.666666666666	1.2193543708447093e-17
9869.333333333334	1.1919042359991636e-17
9870.	1.1447853903823021e-17
9870.666666666666	1.1139528037548531e-17
9871.333333333334	1.08328639875535e-17
9872.	1.0532969875654594e-17
9872.666666666668	1.0242293295473653e-17
9873.333333333334	9.960850420651502e-18
9874.	9.68848708546319e-18
9874.666666666666	9.426349714044919e-18
9875.333333333334	9.23180665377908e-18
9876.	8.995670436663397e-18
9876.666666666666	8.775236234929585e-18
9877.333333333332	8.57300435656725e-18
9878.	8.821550186175414e-18
9878.666666666666	8.644933379718402e-18
9879.333333333334	8.494897457115381e-18
9880.	8.371404885524164e-18
9880.666666666666	8.27421603029292e-18
9881.333333333334	8.22417736512118e-18
9882.	8.17426171224785e-18
9882.666666666668	8.143613103120405e-18
9883.333333333332	8.128651981673793e-18
9884.	8.125827293903547e-18
9884.666666666666	8.132504629182943e-18
9885.333333333334	8.14557907853751e-18
9886.	8.162620307933701e-18
9886.666666666666	8.472068359823676e-18
9887.333333333334	8.494223618962828e-18
9888.	8.516810785306388e-18
9888.666666666668	8.539752206299273e-18
9889.333333333334	8.562202764902788e-18
9890.	8.571802379425884e-18
9890.666666666666	8.59094944098201e-18
9891.333333333334	8.609549786437245e-18
9892.	8.62815902739981e-18
9892.666666666666	8.648260279560122e-18
9893.333333333332	8.670437095362688e-18
9894.	8.694826448674298e-18
9894.666666666666	8.813079893025168e-18
9895.333333333334	8.841114278249988e-18
9896.	8.868101368253639e-18
9896.666666666666	8.892414338828242e-18
9897.333333333334	8.912006654170064e-18
9898.	8.92518211907149e-18
9898.666666666668	8.940426136150675e-18
9899.333333333332	8.941455347498102e-18
9900.	8.93542819020744e-18
9900.666666666666	8.923392111267332e-18
9901.333333333334	8.906544311092777e-18
9902.	9.110573875209132e-18
9902.666666666666	9.087583799475337e-18
9903.333333333334	9.067654587698597e-18
9904.	9.05468573196252e-18
9904.666666666668	9.053909518861752e-18
9905.333333333334	9.070462831189066e-18
9906.	9.108237415736405e-18
9906.666666666666	9.173039011535969e-18
9907.333333333334	9.264768677331094e-18
9908.	9.385522732286346e-18
9908.666666666666	9.535724450992488e-18
9909.333333333332	9.960985080003061e-18
9910.	1.0171593042636098e-17
9910.666666666666	1.0401810806330775e-17
9911.333333333334	1.064523144166067e-17
9912.	1.0893139717743964e-17
9912.666666666666	1.1139580480932976e-17
9913.333333333334	1.1378240386865257e-17
9914.	1.1627660119002196e-17
9914.666666666668	1.1834446024488489e-17
9915.333333333332	1.2027671863704025e-17
9916.	1.2208262353379484e-17
9916.666666666666	1.2378091665505977e-17
9917.333333333334	1.2825683514575656e-17
9918.	1.2967717441023884e-17
9918.666666666666	1.3090805798705719e-17
9919.333333333332	1.3191482157251358e-17
9920.	1.3266214036741228e-17
9920.666666666668	1.331654576080812e-17
9921.333333333334	1.3346331919134119e-17
9922.	1.3359414697742598e-17
9922.666666666666	1.336187544656186e-17
9923.333333333334	1.330978702282348e-17
9924.	1.3111420649592608e-17
9924.666666666668	1.3087410043121303e-17
9925.333333333332	1.3053346005949064e-17
9926.	1.3004963078916822e-17
9926.666666666666	1.2941098119697183e-17
9927.333333333334	1.2862745342582822e-17
9928.	1.2773162184603805e-17
9928.666666666666	1.2679866749421905e-17
