#  W. Yin, Y. Fujita, Y. Ezoe, Y. Ishisaki, 2025
# https://arxiv.org/abs/2503.04726
# mass [eV]	photon coupling [GeV^-1]
5836.	2.032932587650179e-17
5836.666666666667	1.979693219457769e-17
5837.333333333334	1.968915961214951e-17
5838.	1.9512381271935585e-17
5838.666666666667	1.943344381325589e-17
5839.333333333333	1.9396733476670575e-17
5840.	1.9363912271518977e-17
5840.666666666666	1.9321436801943914e-17
5841.333333333333	1.9278445259081534e-17
5842.	1.925059233678344e-17
5842.666666666666	1.924747840647759e-17
5843.333333333334	1.9286982855191084e-17
5844.	1.9143878600323993e-17
5844.666666666667	1.9165178852227158e-17
5845.333333333334	1.9165797045455404e-17
5846.	1.9149178459893642e-17
5846.666666666667	1.9121606148742357e-17
5847.333333333333	1.9083590193834317e-17
5848.	1.902431326262693e-17
5848.666666666666	1.8931156153704808e-17
5849.333333333333	1.883440750019875e-17
5850.	1.849156316389679e-17
5850.666666666666	1.838087086932744e-17
5851.333333333334	1.8348373982591893e-17
5852.	1.8443402722411352e-17
5852.666666666667	1.8702341644863317e-17
5853.333333333334	1.9144472847496018e-17
5854.	1.9759187548366857e-17
5854.666666666667	2.0494214273555952e-17
5855.333333333333	2.1260461971511492e-17
5856.	2.1873114653992574e-17
5856.666666666666	2.19223824865193e-17
5857.333333333333	2.2168813878347237e-17
5858.	2.2210719550532378e-17
5858.666666666666	2.206327047832622e-17
5859.333333333334	2.1759873284647244e-17
5860.	2.1358568594377467e-17
5860.666666666667	2.0943445244088858e-17
5861.333333333334	2.060997977507759e-17
5862.	2.040780686161924e-17
5862.666666666667	2.0376708551371405e-17
5863.333333333333	1.9770731851292782e-17
5864.	2.0071915586685345e-17
5864.666666666666	2.0473580110079286e-17
5865.333333333333	2.0906102350335173e-17
5866.	2.12908312557357e-17
5866.666666666666	2.1571061018209945e-17
5867.333333333334	2.184221997857932e-17
5868.	2.1884232033292743e-17
5868.666666666667	2.181004114212597e-17
5869.333333333334	2.1608636067487986e-17
5870.	2.1276563214460374e-17
5870.666666666667	2.08393964285036e-17
5871.333333333333	2.036859420787494e-17
5872.	1.994828181263103e-17
5872.666666666666	1.9636256958562285e-17
5873.333333333333	1.9674556538767332e-17
5874.	1.9621157294062453e-17
5874.666666666666	1.9679996595747588e-17
5875.333333333334	1.9810911059897983e-17
5876.	1.9964964578624442e-17
5876.666666666667	2.010011986792769e-17
5877.333333333334	2.0194713140115644e-17
5878.	2.0250845710593335e-17
5878.666666666667	2.0097479687522184e-17
5879.333333333333	2.0153098243806318e-17
5880.	2.0228569383078854e-17
5880.666666666666	2.0327683120919278e-17
5881.333333333333	2.0444379648081424e-17
5882.	2.0561550883245465e-17
5882.666666666666	2.065350174746578e-17
5883.333333333334	2.0703388432504874e-17
5884.	2.0765759567129766e-17
5884.666666666667	2.074753046883205e-17
5885.333333333334	2.0754601335197195e-17
5886.	2.083221086948472e-17
5886.666666666667	2.1012271697574396e-17
5887.333333333333	2.1300271941062435e-17
5888.	2.1677020519813557e-17
5888.666666666666	2.2087099230196166e-17
5889.333333333333	2.2432192951767662e-17
5890.	2.2720712484200685e-17
5890.666666666666	2.289073105691178e-17
5891.333333333334	2.2951345691331637e-17
5892.	2.2919897480609098e-17
5892.666666666667	2.2807403186259496e-17
5893.333333333334	2.2575365758124288e-17
5894.	2.229217292314712e-17
5894.666666666667	2.1919927917719295e-17
5895.333333333333	2.1502425540097467e-17
5896.	2.1138115962876124e-17
5896.666666666666	2.0839959835494864e-17
5897.333333333333	2.0657607420263895e-17
5898.	2.0601444721135387e-17
5898.666666666666	2.0716161096879065e-17
5899.333333333334	2.0888465085875307e-17
5900.	2.1124956793047903e-17
5900.666666666667	2.1380849952777606e-17
5901.333333333334	2.1610143601236447e-17
5902.	2.185875110242034e-17
5902.666666666667	2.1985900655852882e-17
5903.333333333333	2.2087946848934105e-17
5904.	2.2203736370812838e-17
5904.666666666666	2.188981112175167e-17
5905.333333333333	2.2119683070943767e-17
5906.	2.2388573022975568e-17
5906.666666666666	2.2662612640402144e-17
5907.333333333334	2.290467689657258e-17
5908.	2.309345169407946e-17
5908.666666666667	2.324405940667548e-17
5909.333333333334	2.314643225498905e-17
5910.	2.3344643696784102e-17
5910.666666666667	2.3650435559999998e-17
5911.333333333333	2.4459474939704557e-17
5912.	2.5003654524551496e-17
5912.666666666666	2.5601012325587398e-17
5913.333333333333	2.617843561175478e-17
5914.	2.667355743310196e-17
5914.666666666666	2.7053355572788622e-17
5915.333333333334	2.7346078995860405e-17
5916.	2.755364868404079e-17
5916.666666666667	2.7670098038851113e-17
5917.333333333334	2.7672770222986873e-17
5918.	2.7193584202548217e-17
5918.666666666667	2.697900399697659e-17
5919.333333333333	2.6715960166083514e-17
5920.	2.634632907120072e-17
5920.666666666667	2.6042211658108447e-17
5921.333333333333	2.570704131899042e-17
5922.	2.5299957409062205e-17
5922.666666666666	2.4802294695837758e-17
5923.333333333333	2.4235032057461778e-17
5924.	2.3654517907572453e-17
5924.666666666667	2.3159796833634047e-17
5925.333333333334	2.2680336362464276e-17
5926.	2.2325194010826714e-17
5926.666666666667	2.20523917268914e-17
5927.333333333333	2.1821558493238205e-17
5928.	2.1584172001639824e-17
5928.666666666667	2.130280689531457e-17
5929.333333333333	2.0960952144346246e-17
5930.	2.0565471524439772e-17
5930.666666666666	2.0128281076677883e-17
5931.333333333333	2.0645466420574084e-17
5932.	2.0090785280553938e-17
5932.666666666667	1.9468076084730044e-17
5933.333333333334	1.8790328709003677e-17
5934.	1.807764686250712e-17
5934.666666666667	1.736682203413264e-17
5935.333333333333	1.6706125838790253e-17
5936.	1.613969054913024e-17
5936.666666666667	1.5694026402631968e-17
5937.333333333333	1.5287339635852382e-17
5938.	1.50948672031163e-17
5938.666666666666	1.5033450804341622e-17
5939.333333333333	1.508769450755049e-17
5940.	1.5243361016389256e-17
5940.666666666667	1.5475409356679838e-17
5941.333333333334	1.5744102910161154e-17
5942.	1.599890590867626e-17
5942.666666666667	1.6046636661863944e-17
5943.333333333333	1.6138572621623422e-17
5944.	1.6107322632032675e-17
5944.666666666667	1.594948345535284e-17
5945.333333333333	1.567713732757906e-17
5946.	1.531890135627205e-17
5946.666666666666	1.4917287591721103e-17
5947.333333333333	1.4520068775973713e-17
5948.	1.4166100087916934e-17
5948.666666666667	1.3810993326030669e-17
5949.333333333334	1.3548640830711122e-17
5950.	1.3407551723569845e-17
5950.666666666667	1.3338849016019362e-17
5951.333333333333	1.3340626460274436e-17
5952.	1.341411016256973e-17
5952.666666666667	1.3559324628252095e-17
5953.333333333333	1.3772158180260188e-17
5954.	1.4057453979311065e-17
5954.666666666666	1.4200626798715538e-17
5955.333333333333	1.4493720792055722e-17
5956.	1.4761044188324666e-17
5956.666666666667	1.498703307154617e-17
5957.333333333334	1.5167872663616783e-17
5958.	1.5308760982824574e-17
5958.666666666667	1.541773370325087e-17
5959.333333333333	1.549012377108475e-17
5960.	1.555613378976557e-17
5960.666666666667	1.5616097407444545e-17
5961.333333333333	1.709831425212411e-17
5962.	1.7190108426071304e-17
5962.666666666666	1.7335661266079284e-17
5963.333333333333	1.755451673140452e-17
5964.	1.7855558529469395e-17
5964.666666666667	1.8237118339540087e-17
5965.333333333334	1.8662054259670265e-17
5966.	1.9135318102112717e-17
5966.666666666667	1.961712117754433e-17
5967.333333333333	2.007441045855114e-17
5968.	2.069909898246678e-17
5968.666666666667	2.1103721756605542e-17
5969.333333333333	2.151145402539615e-17
5970.	2.1931662172044507e-17
5970.666666666666	2.2358549781501695e-17
5971.333333333333	2.2731140794612853e-17
5972.	2.3064359499708158e-17
5972.666666666667	2.3302242903196328e-17
5973.333333333334	2.3420167022849544e-17
5974.	2.3476582324531084e-17
5974.666666666667	2.349181976526946e-17
5975.333333333333	2.350079418794391e-17
5976.	2.3512448280517668e-17
5976.666666666667	2.3503319452282108e-17
5977.333333333333	2.3447065208914233e-17
5978.	2.3293525600689946e-17
5978.666666666666	2.301663645664319e-17
5979.333333333333	2.3568249262251757e-17
5980.	2.308687793696649e-17
5980.666666666667	2.2577708108164844e-17
5981.333333333334	2.207457869981702e-17
5982.	2.1578825226682783e-17
5982.666666666667	2.1105059119881725e-17
5983.333333333333	2.0549037533892577e-17
5984.	1.9911563537227942e-17
5984.666666666667	1.9203149959406755e-17
5985.333333333333	1.909625992824838e-17
5986.	1.8373497967718046e-17
5986.666666666666	1.7730856836662124e-17
5987.333333333333	1.7197194358566352e-17
5988.	1.6886727589372843e-17
5988.666666666667	1.6605602777126093e-17
5989.333333333334	1.6441656571377455e-17
5990.	1.6377273131215843e-17
5990.666666666667	1.6445990468671492e-17
5991.333333333333	1.646414795987799e-17
5992.	1.6485656823143856e-17
5992.666666666667	1.6386197786716926e-17
5993.333333333333	1.6176199649303326e-17
5994.	1.5852226120413367e-17
5994.666666666666	1.543339495478756e-17
5995.333333333333	1.4957910059650846e-17
5996.	1.44764744725281e-17
5996.666666666667	1.4339593528674308e-17
5997.333333333334	1.398084687302753e-17
5998.	1.3700837602477558e-17
5998.666666666667	1.3523879561287515e-17
5999.333333333333	1.3441163064181697e-17
6000.	1.3439264970278233e-17
6000.666666666667	1.349988367012483e-17
6001.333333333333	1.3605440024966918e-17
6002.	1.3742981880963918e-17
6002.666666666666	1.4486505364743053e-17
6003.333333333333	1.4699027806246687e-17
6004.	1.4967381885129904e-17
6004.666666666667	1.5312362436262346e-17
6005.333333333334	1.574252202376938e-17
6006.	1.6254041294838985e-17
6006.666666666667	1.682307086671808e-17
6007.333333333333	1.7415085826853712e-17
6008.	1.7255706375339526e-17
6008.666666666667	1.7766264127448047e-17
6009.333333333333	1.8212270935277627e-17
6010.	1.858148700539289e-17
6010.666666666666	1.8879518933196066e-17
6011.333333333333	1.9116571591785645e-17
6012.	1.9313355694557348e-17
6012.666666666667	1.9565736227570768e-17
6013.333333333334	2.067715753078168e-17
6014.	2.0876826027225648e-17
6014.666666666667	2.110210688209306e-17
6015.333333333333	2.1346605586398548e-17
6016.	2.1590926363081916e-17
6016.666666666667	2.1815521984485634e-17
6017.333333333333	2.2024028291012968e-17
6018.	2.2140097233676357e-17
6018.666666666666	2.2196426136916214e-17
6019.333333333333	2.2090250822269806e-17
6020.	2.185534077146122e-17
6020.666666666667	2.149709600339977e-17
6021.333333333334	2.1034828222661904e-17
6022.	2.050782636537003e-17
6022.666666666667	1.99787993625509e-17
6023.333333333333	1.951865308447725e-17
6024.	1.8983418184142985e-17
6024.666666666667	1.8815893999097147e-17
6025.333333333333	1.8795854942772575e-17
6026.	1.8891991824732035e-17
6026.666666666666	1.9054026397188785e-17
6027.333333333333	1.922069171063877e-17
6028.	1.9332793329225405e-17
6028.666666666667	1.9348941616914573e-17
6029.333333333334	2.0117542917065768e-17
6030.	1.9884646260231175e-17
6030.666666666667	1.9530278002052502e-17
6031.333333333333	1.9062107613544674e-17
6032.	1.8503036454628233e-17
6032.666666666667	1.7891546286273977e-17
6033.333333333333	1.7282860490555607e-17
6034.	1.6730905363840602e-17
6034.666666666666	1.5557646395348952e-17
6035.333333333333	1.524647707527377e-17
6036.	1.5037179174134193e-17
6036.666666666667	1.4916262607664647e-17
6037.333333333334	1.486129106197757e-17
6038.	1.4844555539383558e-17
6038.666666666667	1.4835966603374088e-17
6039.333333333333	1.4810136575665257e-17
6040.	1.474957256731417e-17
6040.666666666667	1.4641820922373282e-17
6041.333333333333	1.4485586367171916e-17
6042.	1.42849076172298e-17
6042.666666666666	1.404966695452297e-17
6043.333333333333	1.3798955641892773e-17
6044.	1.3558078221801713e-17
6044.666666666667	1.3354015315115117e-17
6045.333333333334	1.2788903420135675e-17
6046.	1.2731229448027034e-17
6046.666666666667	1.275213238099284e-17
6047.333333333333	1.2855681832992225e-17
6048.	1.3046206255131947e-17
6048.666666666667	1.3324681184955622e-17
6049.333333333333	1.3691070483984306e-17
6050.	1.4137889444876354e-17
6050.666666666666	1.465280615788895e-17
6051.333333333333	1.5280047323007826e-17
6052.	1.5890251353885474e-17
6052.666666666667	1.65376796569847e-17
6053.333333333334	1.7232543568091155e-17
6054.	1.7996508124122315e-17
6054.666666666667	1.8846171990276872e-17
6055.333333333333	1.9780110580239188e-17
6056.	2.0717718199700932e-17
6056.666666666667	2.1613463805776857e-17
6057.333333333333	2.2442678316650055e-17
6058.	2.3217060428045678e-17
6058.666666666666	2.394084981616065e-17
6059.333333333333	2.4642389298010694e-17
6060.	2.533219032640533e-17
6060.666666666667	2.5997571324543895e-17
6061.333333333334	2.6615587529376904e-17
6062.	2.717895427393132e-17
6062.666666666667	2.7715364638469703e-17
6063.333333333333	2.8289446625077803e-17
6064.	2.8975621677298476e-17
6064.666666666667	3.000556659229811e-17
6065.333333333333	3.105435667795034e-17
6066.	3.2263620216126084e-17
6066.666666666666	3.3540084335187166e-17
6067.333333333333	3.475562025615107e-17
6068.	3.580031921872916e-17
6068.666666666667	3.6637353957982985e-17
6069.333333333334	3.731191201509475e-17
6070.	3.7732077025721664e-17
6070.666666666667	3.828270775646417e-17
6071.333333333333	3.875955168384407e-17
6072.	3.9075226116835714e-17
6072.666666666667	3.913952069236227e-17
6073.333333333333	3.8930642515286676e-17
6074.	3.851720359139236e-17
6074.666666666666	3.8018173089946296e-17
6075.333333333333	3.7535098931417353e-17
6076.	3.710992277055268e-17
6076.666666666667	3.6947225536462457e-17
6077.333333333334	3.648666941097409e-17
6078.	3.588102368272381e-17
6078.666666666667	3.5078458356674047e-17
6079.333333333333	3.410850918480697e-17
6080.	3.306914711269065e-17
6080.666666666667	3.207349355798651e-17
6081.333333333333	3.119969991739607e-17
6082.	3.046826452403459e-17
6082.666666666666	2.984659414415091e-17
6083.333333333333	2.939105865754239e-17
6084.	2.876358822594485e-17
6084.666666666666	2.8011838111971315e-17
6085.333333333334	2.7238933582623916e-17
6086.	2.6442164802442207e-17
6086.666666666667	2.5689457981447638e-17
6087.333333333334	2.5030464269883113e-17
6088.	2.448189988991255e-17
6088.666666666667	2.4026047569840705e-17
6089.333333333333	2.3869203482326548e-17
6090.	2.345677147269352e-17
6090.666666666666	2.3000876799735518e-17
6091.333333333333	2.249388240053242e-17
6092.	2.1959249856645614e-17
6092.666666666666	2.1436995465399327e-17
6093.333333333334	2.0958974069318016e-17
6094.	2.0540658561640642e-17
6094.666666666667	1.9264401489779945e-17
6095.333333333334	1.8928377483836877e-17
6096.	1.8614213727642515e-17
6096.666666666667	1.8305236593871953e-17
6097.333333333333	1.799959581267178e-17
6098.	1.771263138012616e-17
6098.666666666666	1.746891595414148e-17
6099.333333333333	1.6494977054643148e-17
6100.	1.6414072913057463e-17
6100.666666666666	1.6410841040163814e-17
6101.333333333334	1.6476168243810268e-17
6102.	1.6585603439478357e-17
6102.666666666667	1.6710358013681087e-17
6103.333333333334	1.682007083577729e-17
6104.	1.689631360924301e-17
6104.666666666667	1.6540928734454247e-17
6105.333333333333	1.6533190609519156e-17
6106.	1.648426506424519e-17
6106.666666666666	1.6404686345343328e-17
6107.333333333333	1.631480144429367e-17
6108.	1.623923395030095e-17
6108.666666666666	1.620244427722907e-17
6109.333333333334	1.6215535321157417e-17
6110.	1.6278710147519378e-17
6110.666666666667	1.578336281206214e-17
6111.333333333334	1.5898415354359177e-17
6112.	1.600849931612525e-17
6112.666666666667	1.610371473813872e-17
6113.333333333333	1.617968015020106e-17
6114.	1.6235358471753087e-17
6114.666666666666	1.6266411324056422e-17
6115.333333333333	1.6264149982145434e-17
6116.	1.622280327051323e-17
6116.666666666666	1.5834251090861218e-17
6117.333333333334	1.6058716145510698e-17
6118.	1.5952981996320858e-17
6118.666666666667	1.5886383515218517e-17
6119.333333333334	1.5878239794075603e-17
6120.	1.5726083095836073e-17
6120.666666666667	1.5833173228352853e-17
6121.333333333333	1.5981703528818062e-17
6122.	1.6149012055757705e-17
6122.666666666666	1.6313298188221366e-17
6123.333333333333	1.6465557494924914e-17
6124.	1.6183848005125642e-17
6124.666666666666	1.6356562201077842e-17
6125.333333333334	1.6278701117764987e-17
6126.	1.6562464601353663e-17
6126.666666666667	1.693709006909589e-17
6127.333333333334	1.739207959674289e-17
6128.	1.7884025524660544e-17
6128.666666666667	1.8341512465206792e-17
6129.333333333333	1.8683513512680424e-17
6130.	1.8844364815794638e-17
6130.666666666666	1.9828021985460678e-17
6131.333333333333	1.9517674654794114e-17
6132.	1.9038095791167465e-17
6132.666666666666	1.846673355150066e-17
6133.333333333334	1.788370114562566e-17
6134.	1.7345626958015697e-17
6134.666666666667	1.6877373597200898e-17
6135.333333333334	1.6435182648198904e-17
6136.	1.6088205140267943e-17
6136.666666666667	1.577521757053403e-17
6263.333333333334	3.0871614331628694e-17
6264.	3.0705160101056564e-17
6264.666666666667	3.0697707584892303e-17
6265.333333333333	3.089633908368714e-17
6266.	3.154541005455082e-17
6266.666666666667	3.238489866942889e-17
6296.	3.072175804413799e-17
6296.666666666667	3.0141198590733095e-17
6297.333333333333	2.953120319573466e-17
6298.	2.884740573828063e-17
6298.666666666667	2.853225727077888e-17
6299.333333333333	2.757069861591422e-17
6300.	2.6755337988308244e-17
6300.666666666666	2.5904956847315602e-17
6301.333333333333	2.49950133602103e-17
6302.	2.402772391347429e-17
6302.666666666667	2.3059560706073002e-17
6303.333333333334	2.2176900690360507e-17
6304.	2.1458824390608754e-17
6304.666666666667	2.211630762624262e-17
6305.333333333333	2.184177583029575e-17
6306.	2.1733185815332135e-17
6306.666666666667	2.1728475578274324e-17
6307.333333333333	2.175837104759042e-17
6308.	2.1772627657601145e-17
6308.666666666666	2.17607353702046e-17
6309.333333333333	2.1752823113603218e-17
6310.	2.1537209991283122e-17
6310.666666666667	2.2242433260924898e-17
6311.333333333334	2.2542568796043998e-17
6312.	2.2966247528055442e-17
6312.666666666667	2.3466567534357602e-17
6313.333333333333	2.3966114624154104e-17
6314.	2.4394007998622847e-17
6314.666666666667	2.471723544860367e-17
6315.333333333333	2.509940948473772e-17
6316.	2.5279013624212123e-17
6316.666666666666	2.5453464686496696e-17
6317.333333333333	2.5617663828018885e-17
6318.	2.5735797020457898e-17
6318.666666666667	2.5767680341575927e-17
6319.333333333334	2.5706872991896013e-17
6320.	2.6204307686570525e-17
6320.666666666667	2.6239993834348013e-17
6321.333333333333	2.6065313925207998e-17
6322.	2.6236716744690934e-17
6322.666666666667	2.6443783661212917e-17
6323.333333333333	2.6620417559661495e-17
6324.	2.6710889732374877e-17
6324.666666666666	2.6696630036805776e-17
6325.333333333333	2.6594512303975247e-17
6326.	2.6422423697791263e-17
6326.666666666667	2.5444972879712827e-17
6327.333333333334	2.5091701085297454e-17
6328.	2.4631509422004285e-17
6328.666666666667	2.409130201029184e-17
6329.333333333333	2.3530735468808077e-17
6330.	2.3007271409779778e-17
6330.666666666667	2.2547303059815455e-17
6331.333333333333	2.2136062828305935e-17
6332.	2.1384863774075725e-17
6332.666666666666	2.0938392946661923e-17
6333.333333333333	2.0436141457969404e-17
6334.	1.9903787329067702e-17
6334.666666666666	1.936623317149865e-17
6335.333333333334	1.884703374341735e-17
6336.	1.8347289594250638e-17
6336.666666666667	1.7860588379227465e-17
6337.333333333334	1.7371295220598885e-17
6338.	1.6877221285721736e-17
6338.666666666667	1.6598047698534376e-17
6339.333333333333	1.610243658684124e-17
6340.	1.5625309381237188e-17
6340.666666666666	1.5174751096834058e-17
6341.333333333333	1.4757433947711458e-17
6342.	1.438473356947993e-17
6342.666666666666	1.407249252620586e-17
6343.333333333334	1.3835158541039246e-17
6344.	1.3684091871166226e-17
6344.666666666667	1.362000068268968e-17
6345.333333333334	1.3637714766360301e-17
6346.	1.3705445646085404e-17
6346.666666666667	1.3838451756172568e-17
6347.333333333333	1.4000977149478494e-17
6348.	1.4181106652182078e-17
6348.666666666666	1.4368814848674308e-17
6349.333333333333	1.456155094695023e-17
6350.	1.4753858383451076e-17
6350.666666666666	1.494102078305163e-17
6351.333333333334	1.5114650711251695e-17
6352.	1.5269439261728078e-17
6352.666666666667	1.5404170837338127e-17
6353.333333333334	1.5521829280995832e-17
6354.	1.5626811510377728e-17
6354.666666666667	1.5717151699610802e-17
6355.333333333333	1.578584038466536e-17
6356.	1.5816856573670372e-17
6356.666666666666	1.579740685872991e-17
6357.333333333333	1.5718733967345622e-17
6358.	1.5590637334003325e-17
6358.666666666666	1.543315231342824e-17
6359.333333333334	1.527810216519874e-17
6360.	1.515154401144074e-17
6360.666666666667	1.50765389271011e-17
6361.333333333334	1.5063611033983588e-17
6362.	1.5119438241808297e-17
6362.666666666667	1.5239869548113998e-17
6363.333333333333	1.5415754966594532e-17
6364.	1.5626786512075875e-17
6364.666666666666	1.584896051100146e-17
6365.333333333333	1.6057581204641266e-17
6366.	1.6238168450927953e-17
6366.666666666666	1.638945367958093e-17
6367.333333333334	1.6520908969404085e-17
6368.	1.6647587244310866e-17
6368.666666666667	1.6779695044981217e-17
6369.333333333334	1.692307955982605e-17
6370.	1.7073707442947743e-17
6370.666666666667	1.7229624361368328e-17
6371.333333333333	1.7390128355367244e-17
6372.	1.7568526710628235e-17
6372.666666666666	1.7780457393251395e-17
6373.333333333333	1.8045457458554256e-17
6374.	1.8368575656135854e-17
6374.666666666666	1.8745414678789197e-17
6375.333333333334	1.9155765910200785e-17
6376.	1.9574563167220336e-17
6376.666666666667	1.9984074628573132e-17
6377.333333333334	2.0392350437479867e-17
6378.	2.0809067551873728e-17
6378.666666666667	2.12350258430629e-17
6379.333333333333	2.165299182028339e-17
6380.	2.2037378255853252e-17
6380.666666666666	2.200330682290294e-17
6381.333333333333	2.2346172611010014e-17
6382.	2.2660076625477437e-17
6382.666666666666	2.2964977764541305e-17
6383.333333333334	2.3270573573871138e-17
6384.	2.3564587576113005e-17
6384.666666666667	2.3791790947368652e-17
6385.333333333334	2.399547953571258e-17
6386.	2.4126296493933666e-17
6386.666666666667	2.4208821488904146e-17
6387.333333333333	2.4295009238412007e-17
6388.	2.443653291992521e-17
6388.666666666666	2.466196985926126e-17
6389.333333333333	2.4965675665552878e-17
6390.	2.5294422989220548e-17
6390.666666666666	2.55919712126536e-17
6391.333333333334	2.5963102967990733e-17
6392.	2.6119284063886894e-17
6392.666666666667	2.621904467181549e-17
6393.333333333334	2.613162285438801e-17
6394.	2.6203670868788607e-17
6394.666666666667	2.623901613159622e-17
6395.333333333333	2.6202470258902135e-17
6396.	2.60742861983165e-17
6396.666666666666	2.5869995926414122e-17
6397.333333333333	2.5636939287252492e-17
6398.	2.544653435585891e-17
6398.666666666666	2.5278526129696393e-17
6399.333333333334	2.5143134628636318e-17
6400.	2.4998940674049487e-17
6400.666666666667	2.480075106855011e-17
6401.333333333334	2.453056124212111e-17
6402.	2.420987995582822e-17
6402.666666666667	2.388784176068922e-17
6403.333333333333	2.3614205946224084e-17
6404.	2.3417734236653656e-17
6404.666666666666	2.3363313912475542e-17
6405.333333333333	2.3275615121507438e-17
6406.	2.3188667514984355e-17
6406.666666666666	2.3058953862989037e-17
6407.333333333334	2.2867443186464193e-17
6408.	2.2627332932024778e-17
6408.666666666667	2.2376100509519717e-17
6409.333333333334	2.2154444936015305e-17
6410.	2.1968085965394096e-17
6410.666666666667	2.1871601092520394e-17
6411.333333333333	2.181903901669164e-17
6412.	2.177551412238329e-17
6412.666666666666	2.1702167669811075e-17
6413.333333333333	2.1572376683991093e-17
6414.	2.1357899161284154e-17
6414.666666666666	2.1122327642847276e-17
6415.333333333334	2.084936860900071e-17
6416.	2.0547308555020627e-17
6416.666666666667	2.0210798863487595e-17
6417.333333333334	1.982893795606102e-17
6418.	1.9393224753350566e-17
6418.666666666667	1.8912589573594708e-17
6419.333333333333	1.8415998722174483e-17
6420.	1.796035938018828e-17
6420.666666666667	1.758448617254672e-17
6421.333333333333	1.73096263506588e-17
6422.	1.713998761983369e-17
6422.666666666666	1.7064309916338787e-17
6423.333333333333	1.7052590717877762e-17
6424.	1.642843006916231e-17
6424.666666666667	1.6504946736247095e-17
6425.333333333334	1.660456557853901e-17
6426.	1.673686003854384e-17
6426.666666666667	1.6920269109868657e-17
6427.333333333333	1.7223975923681593e-17
6428.	1.75926485324881e-17
6428.666666666667	1.769004321553859e-17
6429.333333333333	1.8267827886535935e-17
6430.	1.892002608988092e-17
6430.666666666666	1.9571344350737046e-17
6431.333333333333	2.0173144120923908e-17
6432.	2.0700035653509315e-17
6432.666666666667	2.1074265599936076e-17
6433.333333333334	2.1710493155330817e-17
6434.	2.2035220969228026e-17
6434.666666666667	2.2298075826137533e-17
6435.333333333333	2.2482751832685542e-17
6436.	2.2582846793863928e-17
6436.666666666667	2.261766495133682e-17
6437.333333333333	2.263327295917514e-17
6438.	2.2684525181866466e-17
6438.666666666666	2.2814544756940726e-17
6439.333333333333	2.2854155527134016e-17
6440.	2.3162973468790384e-17
6440.666666666667	2.350623750151157e-17
6441.333333333334	2.3825325458023227e-17
6442.	2.4071949565185433e-17
6442.666666666667	2.4231995126636774e-17
6443.333333333333	2.4332248713967642e-17
6444.	2.4423385165522738e-17
6444.666666666667	2.4354589619197076e-17
6445.333333333333	2.455969670944245e-17
6446.	2.482759086318132e-17
6446.666666666666	2.5121673080274634e-17
6447.333333333333	2.538769574474398e-17
6448.	2.5577072768547922e-17
6448.666666666667	2.5669678569727604e-17
6449.333333333334	2.552286075592026e-17
6450.	2.5477165297158217e-17
6450.666666666667	2.539477525960285e-17
6451.333333333333	2.5272478660238195e-17
6452.	2.5089462065090256e-17
6452.666666666667	2.4823166366466156e-17
6453.333333333333	2.4473221256090197e-17
6454.	2.406619239359313e-17
6454.666666666666	2.3415614260304183e-17
6455.333333333333	2.301574594788348e-17
6456.	2.2655789461742234e-17
6456.666666666667	2.2324570981117547e-17
6457.333333333334	2.1991409787482262e-17
6458.	2.1620970703864577e-17
6458.666666666667	2.119096715337679e-17
6459.333333333333	2.0095491731394803e-17
6460.	1.959315150051378e-17
6460.666666666667	1.9118869481943266e-17
6461.333333333333	1.8708410739219503e-17
6462.	1.8383259322481075e-17
6462.666666666666	1.8148408640020676e-17
6463.333333333333	1.79933750201139e-17
6464.	1.7390737081720862e-17
6464.666666666667	1.7329228763775665e-17
6465.333333333334	1.7272656242076284e-17
6466.	1.770581064068268e-17
6466.666666666667	1.7643558297566277e-17
6467.333333333333	1.7572095020695094e-17
6468.	1.7762829772249715e-17
6468.666666666667	1.7727362265973992e-17
6469.333333333333	1.7727497062351736e-17
6470.	1.813837850933465e-17
6470.666666666666	1.8231813320653426e-17
6471.333333333333	1.790343786910562e-17
6472.	1.808578780587367e-17
6472.666666666667	1.830545941650109e-17
6503.333333333333	1.6794369141590538e-17
6504.	1.6839632903423052e-17
6504.666666666667	1.6903859141297756e-17
6505.333333333334	1.686085317516327e-17
6506.	1.6759716595445372e-17
6506.666666666667	1.66013187524495e-17
6507.333333333333	1.6877849088619747e-17
6508.	1.6640412683470564e-17
6508.666666666667	1.6409903854067763e-17
6509.333333333333	1.6204086530750352e-17
6510.	1.5847036799385197e-17
6510.666666666666	1.5684169027299755e-17
6511.333333333333	1.5534671055394705e-17
6512.	1.5393052100134546e-17
6512.666666666667	1.574804994973473e-17
6513.333333333334	1.5644342088488463e-17
6514.	1.5594282284949985e-17
6514.666666666667	1.5603840917939074e-17
6515.333333333333	1.5642888894497258e-17
6516.	1.5712471016804158e-17
6516.666666666667	1.5744934275363426e-17
6517.333333333333	1.5662632004990077e-17
6518.	1.547448535892318e-17
6518.666666666666	1.514604677662851e-17
6519.333333333333	1.4698589053214662e-17
6520.	1.4299853763084436e-17
6520.666666666667	1.3749699558053686e-17
6521.333333333334	1.3216132716427882e-17
6522.	1.3024945409551903e-17
6522.666666666667	1.2556666710071375e-17
6523.333333333333	1.2138686363276188e-17
6524.	1.1803755326289617e-17
6524.666666666667	1.145598885390935e-17
