# BabyIAXO projection
# unpolarised DP
# mass [eV]  kinetic mixing
1.174763142834732210e-06 1.792479804918121982e-16
1.174772046091396748e-06 1.792485254844311970e-16
1.174780949450202448e-06 1.792490704920553409e-16
1.174789852911151216e-06 1.792496155147774444e-16
1.174798756474245169e-06 1.792501605525059996e-16
1.174807660139486214e-06 1.792507056052876725e-16
1.174816563906876255e-06 1.792512506730772270e-16
1.174825467776417412e-06 1.792517957559672554e-16
1.174834371748111377e-06 1.792523408538663980e-16
1.174843275821960480e-06 1.792528859668213701e-16
1.174852179997966415e-06 1.792534310948327632e-16
1.174861084276131299e-06 1.792539762378551687e-16
1.174869988656456828e-06 1.792545213959354004e-16
1.174878893138945330e-06 1.792550665690739268e-16
1.174887797723598499e-06 1.792556117572715859e-16
1.174896702410418452e-06 1.792561569605289942e-16
1.174905607199407096e-06 1.792567021788006935e-16
1.174914512090566549e-06 1.792572474121333498e-16
1.174923417083898503e-06 1.792577926605276781e-16
1.174932322179405078e-06 1.792583379239384668e-16
1.174941227377088389e-06 1.792588832024119875e-16
1.174950132676950133e-06 1.792594284959492755e-16
1.174959038078992425e-06 1.792599738045508486e-16
1.174967943583217172e-06 1.792605191282172491e-16
1.174976849189626492e-06 1.792610644669033394e-16
1.174985754898222290e-06 1.792616098206556622e-16
1.174994660709006472e-06 1.792621551894287348e-16
1.175003566621980944e-06 1.792627005733155689e-16
1.175012472637147823e-06 1.792632459722243853e-16
1.175021378754509016e-06 1.792637913861560717e-16
1.175030284974066428e-06 1.792643368152034176e-16
1.175039191295822176e-06 1.792648822592746934e-16
1.175048097719777956e-06 1.792654277184169350e-16
1.175057004245936095e-06 1.792659731925845363e-16
1.175065910874298289e-06 1.792665186818703856e-16
1.175074817604866654e-06 1.792670641861369255e-16
1.175083724437643098e-06 1.792676097055228966e-16
1.175092631372629524e-06 1.792681552399368406e-16
1.175101538409828052e-06 1.792687007894256946e-16
1.175110445549240586e-06 1.792692463539898531e-16
1.175119352790869033e-06 1.792697919335839566e-16
1.175128260134715511e-06 1.792703375282549175e-16
1.175137167580781713e-06 1.792708831380031305e-16
1.175146075129069968e-06 1.792714287627833345e-16
1.175154982779581971e-06 1.792719744026422449e-16
1.175163890532319839e-06 1.792725200575804041e-16
1.175172798387285479e-06 1.792730657275525758e-16
1.175181706344480795e-06 1.792736114126052782e-16
1.175190614403907906e-06 1.792741571126932997e-16
1.175199522565568718e-06 1.792747028279092820e-16
1.175208430829465135e-06 1.792752485581157910e-16
1.175217339195599277e-06 1.792757943034515428e-16
1.175226247663973048e-06 1.792763400638252514e-16
1.175235156234588354e-06 1.792768858392834103e-16
1.175244064907447101e-06 1.792774316297807340e-16
1.175252973682551408e-06 1.792779774353639871e-16
1.175261882559903179e-06 1.792785232560337120e-16
1.175270791539504532e-06 1.792790690917444753e-16
1.175279700621357162e-06 1.792796149425433126e-16
1.175288609805463185e-06 1.792801608083844209e-16
1.175297519091824720e-06 1.792807066893146634e-16
1.175306428480443460e-06 1.792812525853347056e-16
1.175315337971321524e-06 1.792817984963991388e-16
1.175324247564460816e-06 1.792823444225547277e-16
1.175333157259863455e-06 1.792828903637560387e-16
1.175342067057531347e-06 1.792834363200496640e-16
1.175350976957466396e-06 1.792839822914364171e-16
1.175359886959670510e-06 1.792845282778708892e-16
1.175368797064145805e-06 1.792850742793995737e-16
1.175377707270894187e-06 1.792856202959773331e-16
1.175386617579917774e-06 1.792861663276508088e-16
1.175395527991218261e-06 1.792867123744205923e-16
1.175404438504797764e-06 1.792872584362413735e-16
1.175413349120658401e-06 1.792878045131597937e-16
1.175422259838801867e-06 1.792883506051303457e-16
1.175431170659230278e-06 1.792888967121999912e-16
1.175440081581945541e-06 1.792894428343231489e-16
1.175448992606949773e-06 1.792899889715465587e-16
1.175457903734244881e-06 1.792905351238249353e-16
1.175466814963832769e-06 1.792910812912047966e-16
1.175475726295715556e-06 1.792916274736869561e-16
1.175484637729894935e-06 1.792921736712259313e-16
1.175493549266373025e-06 1.792927198838224122e-16
1.175502460905151942e-06 1.792932661115230156e-16
1.175511372646233593e-06 1.792938123543286044e-16
1.175520284489619883e-06 1.792943586121935233e-16
1.175529196435312718e-06 1.792949048851647094e-16
1.175538108483314216e-06 1.792954511731966306e-16
1.175547020633626283e-06 1.792959974763361504e-16
1.175555932886250824e-06 1.792965437945375146e-16
1.175564845241189957e-06 1.792970901278016848e-16
1.175573757698445588e-06 1.792976364762215493e-16
1.175582670258019623e-06 1.792981828396592547e-16
1.175591582919913967e-06 1.792987292182536898e-16
1.175600495684130738e-06 1.792992756118674942e-16
1.175609408550671842e-06 1.792998220206394334e-16
1.175618321519539396e-06 1.793003684444320732e-16
1.175627234590735307e-06 1.793009148833379813e-16
1.175636147764261480e-06 1.793014613373579713e-16
1.175645061040119821e-06 1.793020078064465112e-16
1.175653974418312447e-06 1.793025542906504889e-16
1.175662887898841265e-06 1.793031007899243475e-16
1.175671801481708392e-06 1.793036473043149259e-16
1.175680715166915521e-06 1.793041938337767165e-16
1.175689628954464772e-06 1.793047403783103849e-16
1.175698542844358260e-06 1.793052869379628191e-16
1.175707456836597681e-06 1.793058335126882652e-16
1.175716370931185151e-06 1.793063801025338082e-16
1.175725285128122789e-06 1.793069267074999165e-16
1.175734199427412288e-06 1.793074733274951317e-16
1.175743113829055766e-06 1.793080199626582685e-16
1.175752028333055341e-06 1.793085666128519666e-16
1.175760942939412707e-06 1.793091132781688185e-16
1.175769857648129981e-06 1.793096599586096130e-16
1.175778772459209069e-06 1.793102066541286703e-16
1.175787687372652088e-06 1.793107533647270749e-16
1.175796602388460945e-06 1.793113000904512218e-16
1.175805517506637546e-06 1.793118468312558254e-16
1.175814432727184007e-06 1.793123935871876750e-16
1.175823348050102235e-06 1.793129403582010906e-16
1.175832263475394136e-06 1.793134871442970830e-16
1.175841179003061615e-06 1.793140339455221704e-16
1.175850094633106790e-06 1.793145807618309438e-16
1.175859010365531567e-06 1.793151275932700941e-16
1.175867926200338063e-06 1.793156744397943849e-16
1.175876842137527973e-06 1.793162213014042601e-16
1.175885758177103625e-06 1.793167681781465828e-16
1.175894674319066714e-06 1.793173150700219940e-16
1.175903590563419358e-06 1.793178619769390106e-16
1.175912506910163462e-06 1.793184088989904222e-16
1.175921423359300932e-06 1.793189558361307461e-16
1.175930339910833885e-06 1.793196680440821081e-16
1.175939256559870919e-06 1.793205258941121838e-16
1.175948173302101906e-06 1.793213837704094047e-16
1.175957090137528328e-06 1.793222416729747571e-16
1.175966007066151879e-06 1.793230996017633497e-16
1.175974924087973830e-06 1.793239575567766370e-16
1.175983841202995876e-06 1.793248155381074828e-16
1.175992758411219285e-06 1.793256735456652173e-16
1.176001675712645754e-06 1.793265315794510731e-16
1.176010593107276763e-06 1.793273896395121601e-16
1.176019510595113796e-06 1.793282477258496861e-16
1.176028428176158334e-06 1.793291058384187108e-16
1.176037345850412071e-06 1.793299639772666890e-16
1.176046263617876279e-06 1.793308221423485571e-16
1.176055181478552651e-06 1.793316803337116221e-16
1.176064099432442458e-06 1.793325385513568946e-16
1.176073017479547393e-06 1.793333967952398782e-16
1.176081935619868940e-06 1.793342550654074852e-16
1.176090853853408580e-06 1.793351133618150217e-16
1.176099772180167795e-06 1.793359716845097210e-16
1.176108690600148281e-06 1.793368300334465931e-16
1.176117609113351307e-06 1.793376884086729945e-16
1.176126527719778567e-06 1.793385468101899112e-16
1.176135446419431544e-06 1.793394052379527479e-16
1.176144365212311509e-06 1.793402636920085158e-16
1.176153284098420154e-06 1.793411221723124223e-16
1.176162203077758964e-06 1.793419806789117745e-16
1.176171122150329631e-06 1.793428392117617060e-16
1.176180041316133426e-06 1.793436977709094004e-16
1.176188960575172044e-06 1.793445563563099420e-16
1.176197879927446754e-06 1.793454149680106624e-16
1.176206799372959252e-06 1.793462736060126711e-16
1.176215718911711018e-06 1.793471322702711753e-16
1.176224638543703536e-06 1.793479909607873093e-16
1.176233558268938289e-06 1.793488496776082567e-16
1.176242478087416757e-06 1.793497084207352993e-16
1.176251397999140635e-06 1.793505671901235708e-16
1.176260318004111195e-06 1.793514259858202056e-16
1.176269238102330129e-06 1.793522848077804358e-16
1.176278158293798920e-06 1.793531436560514698e-16
1.176287078578519051e-06 1.793540025305884412e-16
1.176295998956492004e-06 1.793548614314385090e-16
1.176304919427719260e-06 1.793557203585569794e-16
1.176313839992202303e-06 1.793565793119909374e-16
1.176322760649942827e-06 1.793574382916956399e-16
1.176331681400942102e-06 1.793582972977181474e-16
1.176340602245201821e-06 1.793591563300598650e-16
1.176349523182723468e-06 1.793600153886296792e-16
1.176358444213508525e-06 1.793608744735670706e-16
1.176367365337558474e-06 1.793617335847809504e-16
1.176376286554874797e-06 1.793625927222727977e-16
1.176385207865458976e-06 1.793634518860895496e-16
1.176394129269312706e-06 1.793643110761865617e-16
1.176403050766437470e-06 1.793651702926107957e-16
1.176411972356834537e-06 1.793660295353177304e-16
1.176420894040505601e-06 1.793668888043543770e-16
1.176429815817452145e-06 1.793677480996759428e-16
1.176438737687675864e-06 1.793686074213296610e-16
1.176447659651178026e-06 1.793694667692706405e-16
1.176456581707960116e-06 1.793703261435002370e-16
1.176465503858023827e-06 1.793711855440653879e-16
1.176474426101370640e-06 1.793720449709674243e-16
1.176483348438002040e-06 1.793729044241614305e-16
1.176492270867919507e-06 1.793737639036488116e-16
1.176501193391124524e-06 1.793746234094765788e-16
1.176510116007618574e-06 1.793754829416459647e-16
1.176519038717403138e-06 1.793763425001121275e-16
1.176527961520479911e-06 1.793772020848762997e-16
1.176536884416850376e-06 1.793780616959857145e-16
1.176545807406515802e-06 1.793789213333953574e-16
1.176554730489477883e-06 1.793797809971526095e-16
1.176563653665738315e-06 1.793806406872126042e-16
1.176572576935298367e-06 1.793815004035764755e-16
1.176581500298159521e-06 1.793823601462915058e-16
1.176590423754323473e-06 1.793832199153127793e-16
1.176599347303791491e-06 1.793840797106875783e-16
1.176608270946565271e-06 1.793849395323710119e-16
1.176617194682646295e-06 1.793857993804103622e-16
1.176626118512036044e-06 1.793866592547608121e-16
1.176635042434736002e-06 1.793875191554694222e-16
1.176643966450747862e-06 1.793883790824913999e-16
1.176652890560072895e-06 1.793892390358281011e-16
1.176661814762712795e-06 1.793900990155265616e-16
1.176670739058668832e-06 1.793909590215419395e-16
1.176679663447942701e-06 1.793918190538755415e-16
1.176688587930535884e-06 1.793926791125745759e-16
1.176697512506450074e-06 1.793935391976400535e-16
1.176706437175686544e-06 1.793943993090273297e-16
1.176715361938246774e-06 1.793952594467375384e-16
1.176724286794132458e-06 1.793961196107718383e-16
1.176733211743345080e-06 1.793969798011774377e-16
1.176742136785885910e-06 1.793978400179554955e-16
1.176751061921756642e-06 1.793987002610152924e-16
1.176759987150958969e-06 1.793995605304499388e-16
1.176768912473494163e-06 1.794004208262606919e-16
1.176777837889363705e-06 1.794012811484026606e-16
1.176786763398569290e-06 1.794021414968771021e-16
1.176795689001112401e-06 1.794030018717311756e-16
1.176804614696994518e-06 1.794038622729199899e-16
1.176813540486217126e-06 1.794047227004448761e-16
1.176822466368781705e-06 1.794055831543528456e-16
1.176831392344689739e-06 1.794064436345994016e-16
1.176840318413942709e-06 1.794073041411852837e-16
1.176849244576542310e-06 1.794081646741581193e-16
1.176858170832490024e-06 1.794090252334727955e-16
1.176867097181787333e-06 1.794098858191766932e-16
1.176876023624435720e-06 1.794107464312248966e-16
1.176884950160436666e-06 1.794116070696185398e-16
1.176893876789791655e-06 1.794124677344051023e-16
1.176902803512502169e-06 1.794133284255392493e-16
1.176911730328569901e-06 1.794141891430227310e-16
1.176920657237996334e-06 1.794150498869024107e-16
1.176929584240782950e-06 1.794159106571334712e-16
1.176938511336931232e-06 1.794167714537173918e-16
1.176947438526442661e-06 1.794176322767010108e-16
1.176956365809318721e-06 1.794184931259936095e-16
1.176965293185560893e-06 1.794193540017346436e-16
1.176974220655170871e-06 1.794202149037868759e-16
1.176983148218150139e-06 1.794210758322437618e-16
1.176992075874500177e-06 1.794219367871065093e-16
1.177001003624222469e-06 1.794227977682842267e-16
1.177009931467318497e-06 1.794236587758701970e-16
1.177018859403789742e-06 1.794245198098194796e-16
1.177027787433637900e-06 1.794253808701792337e-16
1.177036715556864240e-06 1.794262419569048640e-16
1.177045643773470458e-06 1.794271030699973318e-16
1.177054572083458034e-06 1.794279642094580917e-16
1.177063500486828451e-06 1.794288253753340069e-16
1.177072428983583192e-06 1.794296865675804575e-16
1.177081357573723739e-06 1.794305477861986514e-16
1.177090286257251787e-06 1.794314090312357971e-16
1.177099215034168816e-06 1.794322703026468554e-16
1.177108143904476098e-06 1.794331316004334041e-16
1.177117072868175328e-06 1.794339929245962568e-16
1.177126001925267986e-06 1.794348542751827943e-16
1.177134931075755768e-06 1.794357156521482982e-16
1.177143860319639944e-06 1.794365770554936559e-16
1.177152789656922207e-06 1.794374384852664948e-16
1.177161719087603829e-06 1.794382999414216034e-16
1.177170648611686504e-06 1.794391614239604362e-16
1.177179578229171713e-06 1.794400229328839545e-16
1.177188507940060940e-06 1.794408844682394901e-16
1.177197437744355666e-06 1.794417460299822750e-16
1.177206367642057586e-06 1.794426076181133694e-16
1.177215297633167970e-06 1.794434692326340304e-16
1.177224227717688511e-06 1.794443308735915157e-16
1.177233157895620694e-06 1.794451925409409835e-16
1.177242088166965999e-06 1.794460542346835433e-16
1.177251018531725909e-06 1.794469159548664772e-16
1.177259948989902118e-06 1.794477777013989185e-16
1.177268879541495897e-06 1.794486394743742238e-16
1.177277810186508940e-06 1.794495012737932560e-16
1.177286740924942517e-06 1.794503630995655179e-16
1.177295671756798323e-06 1.794512249517840459e-16
1.177304602682077839e-06 1.794520868303581702e-16
1.177313533700782759e-06 1.794529487354267796e-16
1.177322464812914356e-06 1.794538106668535245e-16
1.177331396018474321e-06 1.794546726246852435e-16
1.177340327317463926e-06 1.794555346089691943e-16
1.177349258709884866e-06 1.794563966196605350e-16
1.177358190195738621e-06 1.794572586567606955e-16
1.177367121775026676e-06 1.794581207203165391e-16
1.177376053447750723e-06 1.794589828102375686e-16
1.177384985213912033e-06 1.794598449266167710e-16
1.177393917073512300e-06 1.794607070694095017e-16
1.177402849026552795e-06 1.794615692386626979e-16
1.177411781073035212e-06 1.794624314342857393e-16
1.177420713212961033e-06 1.794632936563718099e-16
1.177429645446331953e-06 1.794641559048760681e-16
1.177438577773149241e-06 1.794650181797997463e-16
1.177447510193414381e-06 1.794658804811440280e-16
1.177456442707129065e-06 1.794667428089099484e-16
1.177465375314294777e-06 1.794676051631450611e-16
1.177474308014912999e-06 1.794684675438042039e-16
1.177483240808985213e-06 1.794693299508887818e-16
1.177492173696512902e-06 1.794701923843999042e-16
1.177501106677497759e-06 1.794710548443387051e-16
1.177510039751941054e-06 1.794719173307525407e-16
1.177518972919844483e-06 1.794727798435504457e-16
1.177527906181209528e-06 1.794736423828256534e-16
1.177536839536037670e-06 1.794745049485335193e-16
1.177545772984330604e-06 1.794753675406750048e-16
1.177554706526089600e-06 1.794762301592974416e-16
1.177563640161316141e-06 1.794770928043099627e-16
1.177572573890011920e-06 1.794779554758058509e-16
1.177581507712178421e-06 1.794788181737402152e-16
1.177590441627817125e-06 1.794796808981142387e-16
1.177599375636929514e-06 1.794805436489291049e-16
1.177608309739517283e-06 1.794814064261861942e-16
1.177617243935581703e-06 1.794822692298864434e-16
1.177626178225124466e-06 1.794831320600771594e-16
1.177635112608147057e-06 1.794839949167136238e-16
1.177644047084650956e-06 1.794848577997508961e-16
1.177652981654637646e-06 1.794857207092823578e-16
1.177661916318108610e-06 1.794865836453089455e-16
1.177670851075065330e-06 1.794874466077399896e-16
1.177679785925509500e-06 1.794883095966226246e-16
1.177688720869442602e-06 1.794891726120041327e-16
1.177697655906866118e-06 1.794900356537937211e-16
1.177706591037781531e-06 1.794908987220845986e-16
1.177715526262190324e-06 1.794917618168318000e-16
1.177724461580093978e-06 1.794926249380365334e-16
1.177733396991494187e-06 1.794934880857002039e-16
1.177742332496392434e-06 1.794943512598238222e-16
1.177751268094790202e-06 1.794952144604088428e-16
1.177760203786688971e-06 1.794960776875020551e-16
1.177769139572090226e-06 1.794969409410128878e-16
1.177778075450995447e-06 1.794978042210346732e-16
1.177787011423406330e-06 1.794986675274762238e-16
1.177795947489324144e-06 1.794995308604310936e-16
1.177804883648750584e-06 1.795003942198543668e-16
1.177813819901687132e-06 1.795012576057470295e-16
1.177822756248135482e-06 1.795021210181106841e-16
1.177831692688096905e-06 1.795029844569462181e-16
1.177840629221572883e-06 1.795038479222549626e-16
1.177849565848565110e-06 1.795047114140380024e-16
1.177858502569075068e-06 1.795055749323427183e-16
1.177867439383104240e-06 1.795064384770779478e-16
1.177876376290654107e-06 1.795073020483373925e-16
1.177885313291726153e-06 1.795081656460298159e-16
1.177894250386322072e-06 1.795090292702487227e-16
1.177903187574443133e-06 1.795098929209490983e-16
1.177912124856091031e-06 1.795107565980862984e-16
1.177921062231267248e-06 1.795116203017532850e-16
1.177929999699973267e-06 1.795124840319055124e-16
1.177938937262210782e-06 1.795133477885441391e-16
1.177947874917981062e-06 1.795142115716700773e-16
1.177956812667285803e-06 1.795150753812849292e-16
1.177965750510126487e-06 1.795159392173896564e-16
1.177974688446504383e-06 1.795168030799855408e-16
1.177983626476421399e-06 1.795176669690736423e-16
1.177992564599878804e-06 1.795185308846553168e-16
1.178001502816878081e-06 1.795193948267776742e-16
1.178010441127420923e-06 1.795202587953500446e-16
1.178019379531508814e-06 1.795211227904195380e-16
1.178028318029143235e-06 1.795219868120331408e-16
1.178037256620325669e-06 1.795228508601004052e-16
1.178046195305057598e-06 1.795237149346682437e-16
1.178055134083340716e-06 1.795245790357841853e-16
1.178064072955176294e-06 1.795254431633570919e-16
1.178073011920566025e-06 1.795263073174802955e-16
1.178081950979511393e-06 1.795271714980630279e-16
1.178090890132013879e-06 1.795280357051523001e-16
1.178099829378074965e-06 1.795288999387957152e-16
1.178108768717696347e-06 1.795297641989020363e-16
1.178117708150879293e-06 1.795306284855646448e-16
1.178126647677625499e-06 1.795314927986928219e-16
1.178135587297936447e-06 1.795323571383796036e-16
1.178144527011813619e-06 1.795332215045343944e-16
1.178153466819258497e-06 1.795340858972501319e-16
1.178162406720272775e-06 1.795349503164361463e-16
1.178171346714857936e-06 1.795358147621858438e-16
1.178180286803015250e-06 1.795366792344079137e-16
1.178189226984746411e-06 1.795375437331501560e-16
1.178198167260052902e-06 1.795384082584592614e-16
1.178207107628936417e-06 1.795392728102446589e-16
1.178216048091398226e-06 1.795401373885536801e-16
1.178224988647440023e-06 1.795410019934333115e-16
1.178233929297063290e-06 1.795418666247927355e-16
1.178242870040269511e-06 1.795427312826793084e-16
1.178251810877060166e-06 1.795435959671401647e-16
1.178260751807436739e-06 1.795444606780844128e-16
1.178269692831400924e-06 1.795453254155593350e-16
1.178278633948953991e-06 1.795461901795662133e-16
1.178287575160097634e-06 1.795470549701059843e-16
1.178296516464833335e-06 1.795479197871802013e-16
1.178305457863162577e-06 1.795487846307898009e-16
1.178314399355087055e-06 1.795496495009361390e-16
1.178323340940608037e-06 1.795505143976203003e-16
1.178332282619727219e-06 1.795513793208435175e-16
1.178341224392446083e-06 1.795522442705609485e-16
1.178350166258766110e-06 1.795531092468659997e-16
1.178359108218688784e-06 1.795539742497135578e-16
1.178368050272215587e-06 1.795548392790590031e-16
1.178376992419348213e-06 1.795557043349956430e-16
1.178385934660088144e-06 1.795565694174325119e-16
1.178394876994436862e-06 1.795574345264167196e-16
1.178403819422395849e-06 1.795582996619958197e-16
1.178412761943966589e-06 1.795591648240786247e-16
1.178421704559150563e-06 1.795600300127124910e-16
1.178430647267949465e-06 1.795608952278987497e-16
1.178439590070364778e-06 1.795617604696383377e-16
1.178448532966397984e-06 1.795626257379326108e-16
1.178457475956050566e-06 1.795634910327368012e-16
1.178466419039324005e-06 1.795643563541440930e-16
1.178475362216219995e-06 1.795652217021097183e-16
1.178484305486739808e-06 1.795660870765887122e-16
1.178493248850885137e-06 1.795669524776284308e-16
1.178502192308657465e-06 1.795678179052759594e-16
1.178511135860058273e-06 1.795686833594406036e-16
1.178520079505089257e-06 1.795695488401694979e-16
1.178529023243751686e-06 1.795704143474638008e-16
1.178537967076047254e-06 1.795712798812790157e-16
1.178546911001977445e-06 1.795721454417080063e-16
1.178555855021543739e-06 1.795730110287060048e-16
1.178564799134747620e-06 1.795738766422284158e-16
1.178573743341590570e-06 1.795747422823222752e-16
1.178582687642074283e-06 1.795756079490346928e-16
1.178591632036200241e-06 1.795764736422752207e-16
1.178600576523969926e-06 1.795773393620907469e-16
1.178609521105384822e-06 1.795782051084365528e-16
1.178618465780446409e-06 1.795790708814057980e-16
1.178627410549156382e-06 1.795799366809079113e-16
1.178636355411516013e-06 1.795808025070357811e-16
1.178645300367526994e-06 1.795816683596987871e-16
1.178654245417190808e-06 1.795825342389441623e-16
1.178663190560508937e-06 1.795834001447729420e-16
1.178672135797483076e-06 1.795842660771864822e-16
1.178681081128114495e-06 1.795851320361399902e-16
1.178690026552404888e-06 1.795859980217265025e-16
1.178698972070355737e-06 1.795868640338554971e-16
1.178707917681968526e-06 1.795877300725738868e-16
1.178716863387244735e-06 1.795885961378829779e-16
1.178725809186185847e-06 1.795894622297840525e-16
1.178734755078793557e-06 1.795903283482782938e-16
1.178743701065069346e-06 1.795911944933207367e-16
1.178752647145014698e-06 1.795920606649588609e-16
1.178761593318631094e-06 1.795929268632396035e-16
1.178770539585920016e-06 1.795937930880263190e-16
1.178779485946883159e-06 1.795946593394581921e-16
1.178788432401522005e-06 1.795955256174903563e-16
1.178797378949837824e-06 1.795963919220782410e-16
1.178806325591832523e-06 1.795972582532688081e-16
1.178815272327507372e-06 1.795981246110633147e-16
1.178824219156863853e-06 1.795989909954629442e-16
1.178833166079903660e-06 1.795998574064689539e-16
1.178842113096628276e-06 1.796007238440365512e-16
1.178851060207039183e-06 1.796015903082128706e-16
1.178860007411137863e-06 1.796024567989992432e-16
1.178868954708925798e-06 1.796033233163967784e-16
1.178877902100404683e-06 1.796041898604067828e-16
1.178886849585575788e-06 1.796050564309841927e-16
1.178895797164440808e-06 1.796059230281765123e-16
1.178904744837001223e-06 1.796067896519847276e-16
1.178913692603258518e-06 1.796076563024101946e-16
1.178922640463214386e-06 1.796085229794080714e-16
1.178931588416870308e-06 1.796093896830256156e-16
1.178940536464227557e-06 1.796102564132638135e-16
1.178949484605287825e-06 1.796111231701241441e-16
1.178958432840052807e-06 1.796119899536075935e-16
1.178967381168523773e-06 1.796128567636696649e-16
1.178976329590702206e-06 1.796137236003571971e-16
1.178985278106589800e-06 1.796145904636717184e-16
1.178994226716188037e-06 1.796152752754749964e-16
1.179003175422819192e-06 1.796158180447536781e-16
1.179012124229075821e-06 1.796163608290352615e-16
1.179021073134959831e-06 1.796169036282743380e-16
1.179030022140472914e-06 1.796174464424716225e-16
1.179038971245616977e-06 1.796179892715815827e-16
1.179047920450393714e-06 1.796185321156969347e-16
1.179056869754805243e-06 1.796190749747723681e-16
1.179065819158853045e-06 1.796196178487624249e-16
1.179074768662539027e-06 1.796201607377138203e-16
1.179083718265865095e-06 1.796207036416731466e-16
1.179092667968832942e-06 1.796212465605489698e-16
1.179101617771444474e-06 1.796217894943879806e-16
1.179110567673701598e-06 1.796223324432367957e-16
1.179119517675606007e-06 1.796228754070041293e-16
1.179128467777159395e-06 1.796234183857365239e-16
1.179137417978363880e-06 1.796239613794346207e-16
1.179146368279220944e-06 1.796245043880990358e-16
1.179155318679732705e-06 1.796250474116844592e-16
1.179164269179900857e-06 1.796255904502833847e-16
1.179173219779727094e-06 1.796261335038506993e-16
1.179182170479213322e-06 1.796266765723407232e-16
1.179191121278361446e-06 1.796272196558464185e-16
1.179200072177173161e-06 1.796277627542760310e-16
1.179209023175650372e-06 1.796283058676765471e-16
1.179217974273794774e-06 1.796288489960483366e-16
1.179226925471608272e-06 1.796293921393922624e-16
1.179235876769092773e-06 1.796299352977088668e-16
1.179244828166249969e-06 1.796304784709986428e-16
1.179253779663081768e-06 1.796310216592162802e-16
1.179262731259589863e-06 1.796315648624546182e-16
1.179271682955776160e-06 1.796321080806220255e-16
1.179280634751642353e-06 1.796326513137652668e-16
1.179289586647190347e-06 1.796331945618848845e-16
1.179298538642422050e-06 1.796337378249815935e-16
1.179307490737339154e-06 1.796342811030560841e-16
1.179316442931943565e-06 1.796348243961088985e-16
1.179325395226236979e-06 1.796353677041406777e-16
1.179334347620221299e-06 1.796359110271059390e-16
1.179343300113898222e-06 1.796364543650515702e-16
1.179352252707269651e-06 1.796369977179778920e-16
1.179361205400337494e-06 1.796375410858858902e-16
1.179370158193103444e-06 1.796380844687758608e-16
1.179379111085569407e-06 1.796386278666486173e-16
1.179388064077737077e-06 1.796391712794587755e-16
1.179397017169608360e-06 1.796397147072529275e-16
1.179405970361185162e-06 1.796402581500317636e-16
1.179414923652469177e-06 1.796408016077958507e-16
1.179423877043462310e-06 1.796413450805458299e-16
1.179432830534166256e-06 1.796418885682823913e-16
1.179441784124582921e-06 1.796424320709601015e-16
1.179450737814713998e-06 1.796429755886257005e-16
1.179459691604561394e-06 1.796435191212795828e-16
1.179468645494127014e-06 1.796440626689225865e-16
1.179477599483412552e-06 1.796446062315553032e-16
1.179486553572419915e-06 1.796451498091323735e-16
1.179495507761150795e-06 1.796456934017464145e-16
1.179504462049607100e-06 1.796462370093059677e-16
1.179513416437790735e-06 1.796467806318118220e-16
1.179522370925703393e-06 1.796473242693565206e-16
1.179531325513346981e-06 1.796478679218488268e-16
1.179540280200723193e-06 1.796484115893810619e-16
1.179549234987833935e-06 1.796489552718621373e-16
1.179558189874680901e-06 1.796494989692926691e-16
1.179567144861266207e-06 1.796500426817651021e-16
1.179576099947591338e-06 1.796505864091883228e-16
1.179585055133658198e-06 1.796511301516087014e-16
1.179594010419468693e-06 1.796516739090269282e-16
1.179602965805024729e-06 1.796522176813979642e-16
1.179611921290328000e-06 1.796527614688140074e-16
1.179620876875380201e-06 1.796533052711838459e-16
1.179629832560183236e-06 1.796538490885541209e-16
1.179638788344739013e-06 1.796543929208796211e-16
1.179647744229049224e-06 1.796549367682526183e-16
1.179656700213115776e-06 1.796554806305821225e-16
1.179665656296940575e-06 1.796560245079145532e-16
1.179674612480525314e-06 1.796565684002046494e-16
1.179683568763871900e-06 1.796571123074989047e-16
1.179692525146982026e-06 1.796576562298440344e-16
1.179701481629857598e-06 1.796582001671027768e-16
1.179710438212500311e-06 1.796587441194136015e-16
1.179719394894912071e-06 1.796592880866850500e-16
1.179728351677094782e-06 1.796598320689641089e-16
1.179737308559050139e-06 1.796603760662510986e-16
1.179746265540780049e-06 1.796609200785007829e-16
1.179755222622286416e-06 1.796614641057597045e-16
1.179764179803570935e-06 1.796620081480286523e-16
1.179773137084635300e-06 1.796625522052621189e-16
1.179782094465481417e-06 1.796630962775068198e-16
1.179791051946111191e-06 1.796636403647632971e-16
1.179800009526526529e-06 1.796641844670322411e-16
1.179808967206729124e-06 1.796647285842683418e-16
1.179817924986720670e-06 1.796652727165181911e-16
1.179826882866503074e-06 1.796658168637822821e-16
1.179835840846078241e-06 1.796663610260154525e-16
1.179844798925447866e-06 1.796669052032642451e-16
1.179853757104613853e-06 1.796674493955292762e-16
1.179862715383578109e-06 1.796679936027653342e-16
1.179871673762342329e-06 1.796685378250187894e-16
1.179880632240908417e-06 1.796690820622904059e-16
1.179889590819278067e-06 1.796696263145348489e-16
1.179898549497453187e-06 1.796701705817987352e-16
1.179907508275435469e-06 1.796707148640826071e-16
1.179916467153227032e-06 1.796712591613872041e-16
1.179925426130829357e-06 1.796718034736671174e-16
1.179934385208244562e-06 1.796723478009230867e-16
1.179943344385474130e-06 1.796728921432475071e-16
