# Rb/Cs clock comparison
# https://arxiv.org/pdf/1604.08514.pdf
# mass [eV] 	d_e
5.501307426897246e-23	2.1743611224660115e-8
5.917610552308928e-23	2.0916083315338577e-8
6.365416787577714e-23	1.996451616616969e-8
6.847110082931482e-23	2.043476164485483e-8
7.401160225728656e-23	2.242914524057382e-8
7.874594542574783e-23	2.6194973774632186e-8
8.522140802122755e-23	3.012192260146226e-8
9.167040927822997e-23	3.1639359447584897e-8
9.860742895898878e-23	3.481723269484557e-8
1.065309604177677e-22	3.7102083855500564e-8
1.1281520485006747e-22	3.365342666818183e-8
1.1743856868373476e-22	2.7443502730195844e-8
1.2540393604203035e-22	3.020704469503248e-8
1.2884611866911492e-22	3.911543673223767e-8
1.360917157117271e-22	4.3211553737794824e-8
1.4574448371458098e-22	4.280195946576885e-8
1.5613366890294285e-22	5.074161790250529e-8
1.6774478309024228e-22	4.980531386162771e-8
1.6879690947318224e-22	4.2381295377901796e-8
1.7567635699696767e-22	4.3044210958916225e-8
1.8109794018382497e-22	5.137557909828164e-8
1.9564993937207477e-22	5.780757033041162e-8
2.0903471913097395e-22	6.179722470278369e-8
2.252048594082694e-22	6.205810964773135e-8
2.344850494146842e-22	7.33871935797374e-8
2.4015229343306956e-22	9.188349758080563e-8
2.5415325204122936e-22	1.0087906116050557e-7
2.67224326298265e-22	8.48814318508311e-8
2.805409742555322e-22	7.844194691618417e-8
2.8919880536751622e-22	8.996833096073786e-8
3.088224849116377e-22	8.402941810082252e-8
3.3167853639111833e-22	9.144007544875672e-8
3.534416886471819e-22	1.1072461493924034e-7
3.555967738854483e-22	9.401297943727609e-8
3.5932182180826574e-22	1.342452419745999e-7
3.6752717058197668e-22	1.5888457594413996e-7
3.8250602233628415e-22	1.4669529497922037e-7
3.8317094850678507e-22	8.750905882018231e-8
3.840593150995821e-22	1.0941961110363258e-7
4.0401605719685217e-22	8.133477220783624e-8
4.151057972563642e-22	9.79856659014219e-8
4.345893617362781e-22	9.280485846260099e-8
4.390147942371025e-22	1.2030599266737606e-7
4.590282771391825e-22	1.4593832026563746e-7
4.813175995685273e-22	1.1408267298497081e-7
4.877977888669041e-22	9.79856659014219e-8
4.9376454828284725e-22	1.4331953751225083e-7
5.10035154976916e-22	1.3091387317198328e-7
5.293712470478927e-22	1.7672682633713144e-7
5.295175400865677e-22	1.405658238902506e-7
5.442024904526739e-22	2.1423231556073977e-7
5.678593698847579e-22	1.626870613932288e-7
5.678593698847579e-22	1.3504133444265867e-7
5.678593698847579e-22	1.1592707999792117e-7
6.081847403184797e-22	1.3878511290712926e-7
6.0990367684845475e-22	1.7132527181157529e-7
6.425716846633269e-22	1.9803091370010024e-7
6.590551311655561e-22	1.5700228723714734e-7
6.884018414342467e-22	1.9330706679834203e-7
7.110861666827924e-22	1.6101240300134302e-7
7.375007436537737e-22	1.407477473725722e-7
7.51073741625508e-22	1.6480489934302307e-7
7.531519353811058e-22	2.120071204315114e-7
7.837234653257051e-22	2.641235754227845e-7
8.079101119262418e-22	2.22190360948475e-7
8.379213888108258e-22	2.859293501353496e-7
8.402398868508981e-22	3.7331307685985553e-7
8.43030554123966e-22	2.4011972474846146e-7
8.74346443117684e-22	3.722610973967776e-7
8.819724747936552e-22	2.1009280513501108e-7
9.013298235595788e-22	2.815258074277136e-7
9.013298235595788e-22	2.4011972474846146e-7
9.662678243430827e-22	2.1327390424727775e-7
9.695365957788506e-22	1.8659255612428e-7
9.75448275336289e-22	2.805564892755383e-7
1.0157913343079652e-21	2.4609360821951554e-7
1.0457904921308537e-21	3.0338582477114696e-7
1.1150262656034285e-21	3.2272664867224166e-7
1.1150262656034285e-21	2.746207656014078e-7
1.1286653054292702e-21	3.9304247775257074e-7
1.2067174737901396e-21	3.780838944460287e-7
1.2067174737901396e-21	3.146482385157241e-7
1.2515431687440456e-21	2.822549931769665e-7
1.2991617183422936e-21	3.3691140299555755e-7
1.3059486636957576e-21	4.280676155583815e-7
1.3517187092373356e-21	3.106048272881395e-7
1.396260755756258e-21	4.922402173400581e-7
1.4030674924753786e-21	3.8939930697340624e-7
1.495413354417037e-21	4.3863635735626643e-7
1.5202922239371883e-21	3.516676318439075e-7
1.6096944194800538e-21	3.55325257839447e-7
1.617541640041448e-21	4.662139434333448e-7
1.636758811347216e-21	6.117083890216485e-7
1.7168321965189987e-21	7.255881906397228e-7
1.740716064466178e-21	5.267327133319623e-7
1.7806070220268343e-21	6.458568530647191e-7
1.8330807647811565e-21	4.3852830855316037e-7
1.903743826533205e-21	5.496797174915688e-7
1.9744618213348772e-21	4.424212597869698e-7
2.0410279494880032e-21	6.309943716563312e-7
2.0478067634805337e-21	5.038344746065271e-7
2.1788000086653906e-21	5.411208811758081e-7
2.1894216049263055e-21	6.925779049362158e-7
2.3551027760090574e-21	6.979734364839134e-7
2.3942841130606754e-21	9.157945883540935e-7
2.3942841130606754e-21	5.838790101131612e-7
2.548768365419442e-21	6.331744470484444e-7
2.564309296940848e-21	9.446678208369482e-7
2.564309296940848e-21	7.841385912215479e-7
2.7583595275495148e-21	8.786650272940863e-7
2.7583595275495148e-21	7.293517800231615e-7
2.7583595275495148e-21	6.196715252992547e-7
2.952699877075126e-21	6.70368394870703e-7
2.985185859355694e-21	8.343627868087689e-7
3.1722818267880486e-21	6.854486877101916e-7
3.2055130108068183e-21	8.568604760353432e-7
3.2635625742541075e-21	6.408641974078479e-7
3.3916590629284075e-21	7.60171842970234e-7
3.442645343954928e-21	9.93891599913357e-7
3.706438132593433e-21	0.0000011380606715639782
3.706438132593433e-21	9.301191741463732e-7
3.71546154593779e-21	0.0000013569318182918798
3.738116305091005e-21	0.000001584759161032139
3.96837943767784e-21	0.0000010103877244723742
3.972402047897857e-21	0.0000015403011610333042
3.996623483254392e-21	0.000001288515393523874
4.21111953354459e-21	8.741309540815442e-7
4.291601655125497e-21	0.0000011131049006765946
4.344096674925974e-21	0.0000013649786077670396
4.527036856657134e-21	9.650445067153017e-7
4.648545179946611e-21	0.0000014718567211639926
4.680952600185197e-21	0.000001162608882377832
4.825412414524802e-21	0.0000017126392518345313
4.981054645340597e-21	0.0000013686826501795194
5.159110899254845e-21	0.0000011581065170542755
5.3943006448569636e-21	0.0000014588606397111978
5.515886101402025e-21	0.0000011892237343027777
5.720783629740075e-21	0.0000017484501687543247
5.8325120616315854e-21	0.0000013924904766631897
6.153695285107738e-21	0.0000020314758441431236
6.218649138717057e-21	0.0000013310164876043189
6.228967498560319e-21	0.000001686263225432705
6.526139636473079e-21	0.0000012686712167643255
6.700335200183329e-21	0.000001549292218024733
6.741190011444052e-21	0.000001989868131221559
7.201116657259244e-21	0.0000014849685766177677
7.20737294024926e-21	0.0000021283019160362392
7.20737294024926e-21	0.0000017666354556845093
7.737086406408163e-21	0.00000211002936905962
7.7527799950092e-21	0.0000016689052693837347
7.7527799950092e-21	0.0000014438435068675537
8.188753700574419e-21	0.0000014216071518287147
8.339459904365187e-21	0.000001664593771026915
8.39030916044411e-21	0.0000020526048255563034
8.97053592921303e-21	0.000002143773085172536
9.025233125897385e-21	0.0000018317864103490384
9.590887930170282e-21	0.0000019059022270200598
9.649367678496853e-21	0.000002384864719170125
1.0007810828156257e-20	0.000001743933171793587
1.0379568994490181e-20	0.0000024728150728776344
1.0442857668797989e-20	0.000001949112607500064
1.1097361827116574e-20	0.0000018862833640861624
1.1165027191518998e-20	0.000002336019064973409
1.2009923750546012e-20	0.000002241308565901608
1.2380564409280313e-20	0.0000019365485027523457
1.2997527767498932e-20	0.0000024728150728776344
1.3263583722661895e-20	0.000001955846760169147
1.388430136976312e-20	0.0000025964271679965718
1.415211328820418e-20	0.000002064586305174924
1.445016672224982e-20	0.0000030189472549838674
1.505942393708641e-20	0.00000248993166316361
1.550321884967958e-20	0.0000032697991743619543
1.6088002082013465e-20	0.0000025400037825628913
1.6748969231416644e-20	0.0000031980979363857804
1.7305437325793048e-20	0.000002576096412959374
1.8047740863307925e-20	0.0000034912509916268024
1.8268501453434546e-20	0.0000023024235921836878
1.8604715803464256e-20	0.000002658565839842207
1.929582149591007e-20	0.0000037212780145704334
1.929582149591007e-20	0.0000030889140452606056
2.0134624938893317e-20	0.000002622139802209915
2.0756003625862938e-20	0.0000041483537957387205
2.0756003625862938e-20	0.0000034434160130459053
2.148344663922663e-20	0.000002790088253870827
2.235384373568254e-20	0.0000032294507085945545
2.2435524859423206e-20	0.000004088694219686218
2.3582212674364965e-20	0.0000026931746869098576
2.4016220812732927e-20	0.0000035519802613437094
2.4016220812732927e-20	0.000003025648390783287
2.4133299296380485e-20	0.00000451568863537234
2.475739020624678e-20	0.000002604114370696686
2.5677048075917298e-20	0.000004716256941911373
2.583361202705297e-20	0.000003898644993169696
2.583361202705297e-20	0.0000032529264089891052
2.712098403241789e-20	0.000002887997972672079
2.792399998039336e-20	0.0000037367116868683227
2.864611900526634e-20	0.000004764077286903664
2.944055319096868e-20	0.0000031945544367587088
3.062712408509748e-20	0.0000042570622020400115
3.065373272991836e-20	0.000003502450240354935
3.0813870768147184e-20	0.000005249368687238338
3.23494250902571e-20	0.0000032529264089891052
3.294478541350413e-20	0.000005806580956316874
3.294478541350413e-20	0.000004648430063211168
3.314566386956359e-20	0.0000037020755353113625
3.437691927932834e-20	0.000006887573630689453
3.5437832260259366e-20	0.000004483099839884641
3.5437832260259366e-20	0.00000385851335332765
3.565391188989408e-20	0.000005607306625382009
3.79543773576011e-20	0.000003965483706195371
3.811953665940433e-20	0.000004794986074354022
3.822501203240917e-20	0.000006239819227220105
3.8445336582302064e-20	0.000003577800511270655
4.0508671515785995e-20	0.0000036168832383574433
4.0620757538137775e-20	0.00000737020304104984
4.075567022253085e-20	0.000004600580330431038
4.125419498956236e-20	0.000005466474602403655
4.3574104012040115e-20	0.000004477305209777297
4.3763717677086904e-20	0.000007559784254042267
4.410710395861479e-20	0.000005075777855021884
4.429903698456676e-20	0.000006137532249425228
4.7001200240725207e-20	0.000008135302365318261
4.744484239167367e-20	0.0000056803017773361345
5.04184390470128e-20	0.0000068166747350945185
5.0557945036088815e-20	0.000008854013833060355
5.125723974566599e-20	0.000005780888877624992
5.2518869647645766e-20	0.000005060794437368894
5.423377822457362e-20	0.000007757889849346742
5.446977769470926e-20	0.00000947825682864036
5.508287839484215e-20	0.000006329477255792251
5.833783742827919e-20	0.000008297601017725072
5.869354818994762e-20	0.000010527063847620576
5.905142787236412e-20	0.0000059587435231811065
5.930839145013522e-20	0.000006979813959511614
6.262543824046633e-20	0.000011317826652744118
6.275246510976578e-20	0.000008967165199892425
6.366874185392149e-20	0.000006765325963768762
6.674340006084611e-20	0.0000061511556862073105
6.750116306922833e-20	0.000009418899541674608
6.791274654896186e-20	0.000011584407458795085
6.80780817741947e-20	0.000008195210793505721
7.260921157007154e-20	0.000010048140141706019
7.305194100760834e-20	0.000012638503596306358
7.358678113370573e-20	0.000007238289232819069
7.381719536617524e-20	0.000008408724831037186
7.810380392142895e-20	0.000011143522989970824
7.858003624005491e-20	0.000014050151663183984
7.88991365796675e-20	0.00000929786125352797
8.199596776501628e-20	0.000016426143981769048
8.401419124500501e-20	0.000012294546156554502
8.504185573657318e-20	0.000008493043237814045
8.541191722869557e-20	0.00001017518463722178
8.927976502486463e-20	0.000008493043237814045
9.173038392741471e-20	0.000010532016123485932
9.20350457083873e-20	0.00001294735084666867
9.304762707071513e-20	0.000015630250809786688
9.839967377675803e-20	0.000010284814671231491
9.960330198794168e-20	0.00001356445940226349
9.984578863742857e-20	0.000017370067790723482
1.0021062594742818e-19	0.000011811348401758518
1.0393313021825021e-19	0.00001963593820732286
1.0649130825398397e-19	0.000011143522989970824
1.071406313355374e-19	0.000015924088271263033
1.0760685613220346e-19	0.000012928226788391712
1.1179811277351164e-19	0.00001859772497687885
1.147490038943721e-19	0.000012069466338617713
1.1595105512203537e-19	0.000015490713497862923
1.16658058328736e-19	0.000010391785009398695
1.2025826599730357e-19	0.000020272493940272224
1.2396958039473752e-19	0.000014526906452113185
1.2857465383987714e-19	0.00001859772497687885
1.293586285304873e-19	0.00002335182604062827
1.309409477464286e-19	0.000012747951196450659
1.3416388787918192e-19	0.000014146795552052739
1.3830434645450255e-19	0.00002497639684027898
1.3830434645450255e-19	0.000020732109425273934
1.3830434645450255e-19	0.00001720906197840233
1.4414118638835484e-19	0.000014086543248244114
1.4877031885326669e-19	0.000026991834879312723
1.4877031885326669e-19	0.000022405060180833817
1.4941769614414798e-19	0.000018189907911280985
1.5336154941602359e-19	0.000015165965748770494
1.6002828789609675e-19	0.000021720262311017073
1.601673194245579e-19	0.000017949522838453193
1.610040488547713e-19	0.00002755622831788459
1.610040488547713e-19	0.00003185160609533946
1.7213818673208888e-19	0.000019686797652305278
1.7213818673208888e-19	0.000017031916360233255
1.726144868407737e-19	0.000025655029017303206
1.7500201262644483e-19	0.00003354283386267119
1.84042299197952e-19	0.00001881547620434161
1.860671561490561e-19	0.000023400200754338937
1.8742942222829817e-19	0.000027414033109501728
1.8794803263005067e-19	0.000033732680348417437
1.9917652633814391e-19	0.000020893623024909608
2.016128604935807e-19	0.000028425022910788727
2.016128604935807e-19	0.00002459174017555754
2.0217071595371057e-19	0.000037024908831222136
2.1359869726642414e-19	0.000022755513449310058
2.168696090141765e-19	0.00004083003270837805
2.168696090141765e-19	0.000033891706292177655
2.168696090141765e-19	0.000028132423101378935
2.31099550969549e-19	0.00002504697809822239
2.332808889215641e-19	0.000039174638352693514
2.332808889215641e-19	0.000032517616300594584
2.361343888190639e-19	0.00004719448916174896
2.48505247911901e-19	0.000026411658558768657
2.500204907613128e-19	0.000022897224856837056
2.5093406763359706e-19	0.0000317693197308217
2.5178294833921243e-19	0.00003944580146619881
2.567980808875839e-19	0.000048081711578057195
2.687536366473481e-19	0.000027596990823436923
2.7066999144279545e-19	0.0000346981523850792
2.7322483294866907e-19	0.000051161352490389755
2.7322483294866907e-19	0.000044353632292563204
2.890911619336119e-19	0.000028848309618148752
2.9115253398202017e-19	0.000036198418653218925
2.9390070925772216e-19	0.000042335785126838414
2.947139218424456e-19	0.00005298327942936049
3.1145908546695965e-19	0.00003197167596839669
3.1614120125903767e-19	0.000042555378711048085
3.1614120125903767e-19	0.00003739240702501184
3.170159524771029e-19	0.00005527415146257782
3.4006470888052863e-19	0.00006305425708647553
3.4006470888052863e-19	0.000040409738947273284
3.4006470888052863e-19	0.00003460037455199894
3.4213822894820337e-19	0.000049713237472173886
3.635816786885397e-19	0.00003667395661433186
3.657985917857069e-19	0.00005368310691786425
3.657985917857069e-19	0.00004481494571404376
3.6758185089131846e-19	0.00006978346121598918
3.9347984738815055e-19	0.00007635676991248877
3.9347984738815055e-19	0.00006338131634076404
3.9347984738815055e-19	0.00005261080668671616
3.9427796576545e-19	0.00004211732468592765
3.9587906241540787e-19	0.00003817427418119758
4.199606737254519e-19	0.00004224202081298946
4.2325584017366324e-19	0.000060497813842152205
4.2325584017366324e-19	0.00005021730334387744
4.258366121721777e-19	0.00007596275493032602
4.497833210809249e-19	0.00004452606570267452
4.552850862128002e-19	0.00006018563399131225
4.552850862128002e-19	0.0000504777779659399
4.565448435052552e-19	0.00007799004530434744
4.876162243926738e-19	0.00005367120544157526
4.897380970401906e-19	0.00006537960668343274
4.910931845618825e-19	0.0000851199225256988
4.939237888989716e-19	0.000048833791368982136
5.204323410072952e-19	0.00010911378253442057
5.267982873931529e-19	0.00009057186646157898
5.267982873931529e-19	0.00007518081404378341
5.290906616433585e-19	0.0000613080176295872
5.313007251575165e-19	0.00005261080668671616
5.6254435751629645e-19	0.00010710037264081583
5.666629516420578e-19	0.00006885107389639779
5.666629516420578e-19	0.00005864873270988569
5.691287978491855e-19	0.00008549822209070889
6.003509298145446e-19	0.00011929922626919937
6.069033608840014e-19	0.00006669736738482496
6.11230901082199e-19	0.00008730943319078691
6.283555830913226e-19	0.00006081161295414815
6.477473904061489e-19	0.0001248238259893932
6.477473904061489e-19	0.00010361227185180123
6.556706588773713e-19	0.0000851199225256988
6.57000594338569e-19	0.00006755730241082341
6.967646952353447e-19	0.00009889848138450904
6.993106790027268e-19	0.00012743386523573732
7.052875450736957e-19	0.00007586456928144977
7.23526391752584e-19	0.0001416186409876864
7.404342926639901e-19	0.00007288295539521305
7.527527383305552e-19	0.00010767181126722214
7.621258785155191e-19	0.0000871248425738774
7.670059789030475e-19	0.0001250824060608619
7.679390586570835e-19	0.0001503778196941395
8.160694960495242e-19	0.00008209247119065876
8.183275306962335e-19	0.00010196858989407259
8.250479971813895e-19	0.00013309395312263134
8.310884769929175e-19	0.00016505433327282826
8.71179327215401e-19	0.00008729403571331029
8.831767924113862e-19	0.00010911378253442057
8.831767924113862e-19	0.00012942714774540133
8.885618992882526e-19	0.00018495132349531475
8.885618992882526e-19	0.00015352218743058989
9.442523507386516e-19	0.00010122794248102677
9.558024781344394e-19	0.00019078248108152568
9.558024781344394e-19	0.000158362445131748
9.558024781344394e-19	0.0001314516085855347
1.0157072203334399e-18	0.00010841042810127649
1.0281313861642113e-18	0.0001480618799314294
1.0281313861642113e-18	0.00012743386523573732
1.0309761883563853e-18	0.00019294818248677902
1.090357692391133e-18	0.00011470941872192331
1.1059336749985507e-18	0.00016677103098791142
1.1059336749985507e-18	0.00013843130718644176
1.1126770259219148e-18	0.00020868140156620485
1.1752478619833882e-18	0.00011670475484795384
1.1852924663090141e-18	0.0001326814532480618
1.1896235344579302e-18	0.00018687496589930516
1.1896235344579302e-18	0.000155118941560886
1.1968771782712022e-18	0.00022983956238704044
1.2693166026612788e-18	0.00013009847983909732
1.2796464975515217e-18	0.0001897980083757463
1.2829846415192183e-18	0.00015592353569452794
1.2831872329190455e-18	0.00024733699702226343
1.3698040513872668e-18	0.00015068933640223256
1.3764818123256439e-18	0.0002768924281663599
1.3764818123256439e-18	0.00022983956238704044
1.3764818123256439e-18	0.00019078248108152568
1.4742298498169983e-18	0.00015420448806011472
1.4806449931982002e-18	0.00021825106478031553
1.4806449931982002e-18	0.0001811632392832174
1.484741884100633e-18	0.0002840148374280612
1.5926905653616065e-18	0.0003318566555131051
1.5926905653616065e-18	0.0002754636122896536
1.5926905653616065e-18	0.00022865354795533998
1.5926905653616065e-18	0.0001897980083757463
1.5926905653616065e-18	0.00016462792711320569
1.6925121497406202e-18	0.00017653705200002033
1.7097470361298726e-18	0.00020564478188429589
1.713215016864164e-18	0.00036613438786259073
1.713215016864164e-18	0.000303916463293916
1.7206701094179849e-18	0.0002472871471593634
1.831691367905872e-18	0.0002325306359937048
1.8428599740857154e-18	0.00028562231099473303
1.85409668003724e-18	0.000358635399112703
1.8997328443001624e-18	0.00020260866955295497
1.982315617512751e-18	0.00029769179220401505
1.982315617512751e-18	0.0002477444805598653
1.9919793572168023e-18	0.000380029910240524
2.0385294070467652e-18	0.00021070645916732283
2.1323243559969937e-18	0.0003118806524639285
2.1323243559969937e-18	0.000258882170068682
2.138224420019937e-18	0.00040414272646396496
2.1401158862428368e-18	0.00022420223980506042
2.2867238070875213e-18	0.00027582012355401096
2.2908978511040974e-18	0.0002334346442664717
2.2936847790580186e-18	0.00034055302277530915
2.3076703567851517e-18	0.00043056780571091126
