# Dy/Quartz
# https://arxiv.org/pdf/2212.04413.pdf
# mass [eV] 	d_e
1.0689718972024346e-17	1e10
1.0689718972024346e-17	0.0018408667823018629
1.2062722423012906e-17	0.0019448381997309496
1.3612076485402835e-17	0.002136919906622142
1.5360431894790897e-17	0.0025596998990411834
1.7333348681042837e-17	0.002902209389314279
1.9559669842388693e-17	0.0035037917045211845
2.2071943014777885e-17	0.004035482171901047
2.4906896301072912e-17	0.005066973393752984
2.8105975216457275e-17	0.005700062066725039
3.1715948599909484e-17	0.006312379256212529
3.578959234985411e-17	0.007045556695968956
4.038646097983591e-17	0.007327552987773621
4.557375827395968e-17	0.007925857773629955
5.1427319770611026e-17	0.00912858424238954
5.803272143785096e-17	0.010188861477292489
6.548653074873672e-17	0.011643246178607207
7.389771844661595e-17	0.013201210967859598
8.338925163966893e-17	0.01416747151152263
9.409989151488513e-17	0.015324265058150086
1.0618622195310382e-16	0.017928925788239753
1.1982493870240242e-16	0.021308179439893223
1.3521543257632356e-16	0.023783106216866468
1.56315166493758e-16	0.027177968921462306
1.7639251965893082e-16	0.03130214872919528
1.9904863801471562e-16	0.03385801225191743
2.246147420090298e-16	0.03662256554872812
2.534645945382109e-16	0.04526728988297721
2.8601996516255797e-16	0.053799293219052226
3.2275679615386303e-16	0.061478744860800225
3.6421216051928496e-16	0.06861944837795922
4.109921137241987e-16	0.07480717602449134
4.637805539020142e-16	0.08548534773200274
5.233492200826034e-16	0.10483798890137021
5.905689746080569e-16	0.11163195410106534
6.66422534678781e-16	0.12169831495000219
7.520188391583551e-16	0.13371783413911176
8.486092606722357e-16	0.1457757792070978
9.576059000126227e-16	0.18160584893924975
1.080602230303919e-15	0.18739791496476152
1.2193963927356977e-15	0.2011144756375675
1.3760174844342326e-15	0.26678268359920937
1.5527552227876061e-15	0.3024804624706628
1.752193419900854e-15	0.31706602842413256
1.97724775656015e-15	0.36232486152088156
2.231208407941266e-15	0.4408759442830487
2.5177881442276063e-15	0.46944665471187697
2.8411766093434425e-15	0.5492383616394259
3.2061015713284353e-15	0.6227310985630092
3.632500016005071e-15	0.6468090477302095
4.082586260977103e-15	0.7697262257688985
4.606959730471439e-15	0.8591292670971231
5.19868451061358e-15	0.9292783541158213
5.866411304213374e-15	1.0787273868998148
6.619901923254217e-15	1.2230702325471046
7.547946367242876e-15	1.3544559821358575
8.429652036786632e-15	1.5722832193486411
9.598969745244667e-15	1.6890225472090072
1.0676658178537708e-14	1.7982826301379673
1.2112862494019876e-14	2.169145772589728
1.3793096097087297e-14	2.4282267710265866
1.5377753807032916e-14	2.7450525345334205
1.7405396706619386e-14	3.3140587079575154
1.9708899454738264e-14	3.5526449999637393
2.196372970813798e-14	3.869747508499718
2.4943354804600414e-14	4.339036321972481
2.8479741314903174e-14	5.068246717295896
3.184777952986777e-14	5.607188493501088
3.593835584111283e-14	6.332577038953937
4.077271701360935e-14	7.195600495877734
4.576319075825162e-14	7.858154742495605
5.164108324576795e-14	8.909642292402356
5.827394101263585e-14	10.30200571505954
6.575873292554199e-14	11.68050118930524
7.420488267706376e-14	12.935254484325156
8.373586850208325e-14	15.015536740911768
9.449102836416784e-14	15.98860990972718
1.0662759700278071e-13	14.437673204822845
1.2032300462187367e-13	14.666100909579423
1.3577747082547487e-13	15.133855804596578
1.5321693172222458e-13	15.863608232787385
1.7289634299159752e-13	17.158893676981823
1.9510340720086377e-13	19.076871216735935
2.201627798642102e-13	22.319361288700815
2.484408157343655e-13	24.716971773547066
2.803509247150018e-13	25.30588055257136
3.163596156945213e-13	24.716971773547066
3.5699331665885114e-13	25.90882072480968
4.0284607078973126e-13	27.80521274976659
4.545882210613131e-13	29.607113470790093
4.887711981127512e-13	26.73514653511673
5.157385879587049e-13	33.981162312387376
5.515496999151714e-13	28.918108043442967
5.81980821541123e-13	37.730101417795964
6.532137494035679e-13	48.16564414554326
6.532137494035679e-13	33.83331018354082
7.371134977983942e-13	44.18158935653722
8.119281540113458e-13	46.92182949014338
8.119281540113458e-13	1e10
