# Dy/Dy atomic spectroscopy
# https://arxiv.org/pdf/1503.06886.pdf
# mass [eV] 	d_e
1.0024053427772376e-24	0.000001464095137741876
1.0616474683124939e-24	0.0000013831446364242268
1.1243908016807035e-24	0.0000013066699259856336
1.1908422641592495e-24	0.0000012344235378660926
1.2612210060667423e-24	0.000001166171686157407
1.335759129499024e-24	0.0000011016935110830103
1.4147024537788023e-24	0.000001040780364306144
1.498311326143334e-24	9.843972091845066e-7
1.5868614803437845e-24	9.288716057705883e-7
1.6806449459876626e-24	8.775138625416675e-7
1.7799710116234894e-24	8.289957128294196e-7
1.885167244743677e-24	7.831601541872208e-7
1.996580572069564e-24	7.398588649067698e-7
2.114578423681242e-24	6.989517240560151e-7
2.23954994476551e-24	6.603063580544359e-7
2.3719072789779224e-24	6.237977123183531e-7
2.5120869276516676e-24	5.893076465902079e-7
2.6605511893355648e-24	5.567245526422436e-7
2.8177896844087297e-24	5.247019804975568e-7
2.984320969799898e-24	4.9569096388483e-7
3.160694249136731e-24	4.682839798776336e-7
3.347491183964653e-24	4.4134847387441904e-7
3.545327812008912e-24	4.169461114220593e-7
3.7548565788057414e-24	3.938929669425845e-7
3.976768489402864e-24	3.7211444154656546e-7
4.211795387225585e-24	3.507105686727177e-7
4.460712367623485e-24	3.313196181671089e-7
4.7243403340579644e-24	3.1226224711107685e-7
5.003548705360245e-24	2.949971221922112e-7
5.299258282988215e-24	2.78357606088076e-7
5.6124442877382924e-24	2.623465886456567e-7
5.944139575926429e-24	2.472565184808937e-7
6.295438045645754e-24	2.330344230771244e-7
6.667498244333717e-24	2.1807932606996298e-7
7.06154718954639e-24	2.0577841129779875e-7
7.478884415540356e-24	1.9647847299262291e-7
7.92088625900776e-24	1.8605409919160774e-7
8.389010398097575e-24	1.7514533984190735e-7
8.884800659693486e-24	1.6487618494632396e-7
9.409892110801464e-24	1.5520913309478802e-7
9.871097473826171e-24	1.5022590722119672e-7
1.0354907813016182e-23	1.3951404166656888e-7
1.0966882552561277e-23	1.3639322107443196e-7
1.1615024980762135e-23	1.2854793790670941e-7
1.2301472606928033e-23	1.2172769070263204e-7
1.3028489267103696e-23	1.1595208896569102e-7
1.379847258997593e-23	1.0967050944800986e-7
1.461396190401464e-23	1.0130746383405503e-7
1.5477646611925614e-23	9.810980855749479e-8
1.6392375060033858e-23	9.052135068833105e-8
1.7361163931845905e-23	8.653248481586487e-8
1.8387208196772717e-23	8.28171553846044e-8
1.9473891646821103e-23	7.796140417007747e-8
2.0624798056003287e-23	7.43501470494644e-8
2.1843722999268068e-23	7.03223079220408e-8
2.3134686369928774e-23	6.770163783028336e-8
2.4501945636872523e-23	6.290942024686517e-8
2.5950009885269294e-23	6.238014347537356e-8
2.7483654687086434e-23	5.9210210928985224e-8
2.910793785045126e-23	5.488923092339393e-8
3.0828216099798225e-23	5.3408461910120506e-8
3.2650162741814594e-23	5.147888311081947e-8
3.425043934252812e-23	5.032885511477933e-8
3.5929150014735914e-23	4.7942349647318714e-8
3.8052561697330123e-23	4.7314914656462746e-8
4.030146694634404e-23	4.501676371933905e-8
4.268328242776937e-23	4.3647386089960105e-8
4.520586313233399e-23	4.262065510265578e-8
4.787752828048204e-23	4.171651030858358e-8
5.070708875833399e-23	4.083154583463249e-8
5.370387617511472e-23	3.987105273015316e-8
5.687777363787298e-23	3.9582331725046623e-8
6.023924834498564e-23	4.033023170630469e-8
6.379938610593948e-23	3.9990920761341964e-8
6.756992790122627e-23	4.176989975447592e-8
7.156330860293133e-23	4.30139812629351e-8
7.57926979837053e-23	4.562264675959973e-8
8.027204414936476e-23	4.972215794446985e-8
8.501611953836148e-23	5.431820762562596e-8
9.004056963981233e-23	5.8573079400006935e-8
9.536196459076997e-23	6.256721193953776e-8
1.0099785382288724e-22	6.481237509030396e-8
1.0696682393869772e-22	6.619318064769553e-8
1.1328856000838687e-22	6.357602041245811e-8
1.188411519860609e-22	5.451800211599122e-8
1.188411519860609e-22	5.932235241348342e-8
1.25864660485334e-22	5.488935481151071e-8
1.323046811875626e-22	5.958821546212182e-8
1.3574925879086097e-22	6.467569412879752e-8
1.3705460308603581e-22	7.213197924943159e-8
1.398368269304121e-22	8.02743596593989e-8
1.4185864251421188e-22	8.708697694244357e-8
1.466906243777423e-22	9.548173600379034e-8
1.538803457764391e-22	1.050525862618626e-7
1.614224557071921e-22	1.0102128604891358e-7
1.685259044750751e-22	9.476607330684933e-8
1.7763377391755183e-22	8.868574908480181e-8
1.8854155301055477e-22	8.91081978481621e-8
1.9454006464391482e-22	1.0124863999190933e-7
2.0505385191968533e-22	1.1068760390779018e-7
2.16135849775022e-22	1.0531293831598568e-7
2.28312802836653e-22	9.801487724230399e-8
2.3557664988783345e-22	1.0161891437604438e-7
2.38411631948422e-22	1.1171854361803855e-7
2.4360084975014013e-22	1.2657386150035142e-7
2.555404147333747e-22	1.3926130860497592e-7
2.7064284553948033e-22	1.4875761868282317e-7
2.866378295508853e-22	1.5703559796405433e-7
3.0039914145779056e-22	1.6628962175083398e-7
3.050342052039924e-22	1.815558817480302e-7
3.1845733669846593e-22	1.907642029526542e-7
3.3727815569574303e-22	1.778903318155269e-7
3.572112845283048e-22	1.7350070373372963e-7
3.7832246067387696e-22	1.77458899985556e-7
4.026031430788103e-22	1.916395347747843e-7
4.235501162090607e-22	1.9997496909339516e-7
4.714697022195871e-22	1.9324881794611035e-7
4.8288552521518815e-22	2.1188343609900326e-7
4.875288792281427e-22	2.2824538067357991e-7
4.969499659646452e-22	2.493731766582576e-7
5.041350631068744e-22	2.7831572468958887e-7
5.313807043657264e-22	2.9253796035705187e-7
5.5317385949137195e-22	3.2912240297052093e-7
5.654846433595469e-22	3.737895668801662e-7
5.9604588152341625e-22	3.939439417429711e-7
6.0425056044934565e-22	4.3229513853911383e-7
6.363266513589763e-22	3.9172869455959735e-7
6.685803416687652e-22	3.9866915404236913e-7
6.989129195806855e-22	3.726192221384593e-7
7.329135179014773e-22	3.6056704596503335e-7
7.407708443720792e-22	4.064733946921143e-7
8.2210377657474965e-22	3.809227375995073e-7
8.292150706480772e-22	4.3376398649993906e-7
8.400549369792327e-22	3.5627643545512843e-7
8.740294428166824e-22	3.9739345796752305e-7
8.782216563222486e-22	4.320495143640706e-7
9.28911520238768e-22	4.679606031559385e-7
9.526458857075683e-22	5.188450904492674e-7
9.737137186048118e-22	5.895990737279335e-7
9.850948613957842e-22	6.628822183978332e-7
1.0186491124428755e-21	5.701446182728499e-7
1.0186491124428755e-21	6.207546109756299e-7
1.0304145968014246e-21	6.806394321382023e-7
1.0539064594456503e-21	7.879460232453896e-7
1.0892253143044403e-21	6.865761132099117e-7
1.1209499034583861e-21	6.188110969808129e-7
1.1636784944999101e-21	5.440726804216094e-7
1.2082109987147963e-21	6.489037900676236e-7
1.2276362871319779e-21	7.565655933710472e-7
1.2533568208566598e-21	7.047566217159244e-7
1.2597702471645651e-21	8.143696255672728e-7
1.3036504575960261e-21	9.268254911494806e-7
1.331671394872178e-21	0.0000010014303441402793
1.3704574268671833e-21	0.0000011903715857119249
1.3723323017143344e-21	0.0000010866947045141771
1.3809898168594776e-21	9.078923570582378e-7
1.4307648610321939e-21	7.946627297261762e-7
1.4794995009311571e-21	6.22668624602194e-7
1.493726143864274e-21	5.181117439556299e-7
1.506029242135977e-21	5.631373372736908e-7
1.5225911489162956e-21	8.244634815754712e-7
1.5298941376547212e-21	3.6049923405788105e-7
1.577881702323004e-21	9.314558116245223e-7
1.6532033271000482e-21	0.000001041265957771607
1.6787117315826833e-21	6.853999123140897e-7
1.6916131514262062e-21	7.54732706001461e-7
1.6916131514262062e-21	6.300993794858713e-7
1.707879447069536e-21	8.353551747919519e-7
1.7711307263253434e-21	8.204455781728677e-7
1.774523884983431e-21	9.472220479472095e-7
1.8681906983994243e-21	0.0000010085513235520549
1.9341372215922446e-21	0.000001092997348023556
1.943414158712174e-21	9.924732104231764e-7
2.0203234153817514e-21	0.0000011740339687132933
2.0738047832360123e-21	0.0000010233896042122427
2.1013932354508822e-21	0.0000011775921229069414
2.128378560719239e-21	0.0000018976819783549982
2.1529615151039535e-21	0.0000013163990873187438
2.1570861908813482e-21	0.0000015782633263707378
2.1591514911177993e-21	0.0000014478722621151244
2.163583795569129e-21	0.0000020828287554866293
2.1674324852040615e-21	0.0000017639900196945305
2.225585512308274e-21	0.0000012460623017581709
2.2273611080546945e-21	0.0000010877908092268968
