# BACON Collaboration
# a combination of Al+/Yb, Sr/Yb and Al+/Hg+ clocks
# https://www.nature.com/articles/s41586-021-03253-4
# mass [eV] 	d_e
3.090787945170776e-21	6.168370643652684e-7
3.252974821216985e-21	5.573131503488328e-7
3.2864195101845204e-21	6.071587066821832e-7
3.3032705796762195e-21	4.995672994997814e-7
3.3202080527880967e-21	4.315815141855063e-7
3.3202080527880967e-21	3.899345016670614e-7
3.7442281565948646e-21	6.836187806384983e-7
3.773062755340921e-21	6.168370643652684e-7
3.811854605030111e-21	5.593366296189221e-7
3.83793715768233e-21	5.055279574108561e-7
4.011878935815455e-21	6.728925978908689e-7
4.011878935815455e-21	5.464041607693118e-7
4.073908464174354e-21	6.113741608827088e-7
4.265810997406917e-21	5.022077544043515e-7
4.293953853147495e-21	5.889200584795206e-7
4.3317666876136344e-21	6.649585508651332e-7
4.365125967303558e-21	5.413866317284055e-7
4.53581570050519e-21	5.836219820258683e-7
4.5590730312671365e-21	6.447650942723362e-7
4.60202163503618e-21	7.234777156373846e-7
4.7011428113637295e-21	8.446496776031894e-7
4.872495972527132e-21	7.311457865524094e-7
4.973201839634807e-21	8.758229566013218e-7
4.998701861630242e-21	8.049812059835872e-7
5.007230891703376e-21	6.764491608647228e-7
5.1281766967795504e-21	7.398695559446941e-7
5.154471350160029e-21	8.007488607942019e-7
5.180900829003296e-21	8.804521047133151e-7
5.2610051492080586e-21	9.661768183329796e-7
5.56546387468283e-21	0.0000010313072721240267
5.58447221172494e-21	9.208008965587396e-7
5.6515141032087515e-21	8.4632106363025e-7
5.75358903323366e-21	7.819769970246436e-7
6.04622055218843e-21	8.680091934514833e-7
6.058602292855904e-21	7.636451999059882e-7
6.3173728478294694e-21	9.562538184577756e-7
6.378697597446288e-21	8.53039746501394e-7
6.437291252841103e-21	0.0000011290790048052124
6.555082208144313e-21	0.0000013074093796472448
6.706135938940529e-21	9.542700486712362e-7
6.81721440748388e-21	0.0000010686650531072443
6.853838573107476e-21	0.0000011756994313593336
6.96998643772004e-21	0.0000013074093796472448
7.271213464701985e-21	0.000001173769243296038
7.298309488116844e-21	9.360954716039356e-7
7.308981959492714e-21	0.0000010465638426270182
7.564327444200718e-21	0.0000013282500189647504
7.720668703105821e-21	0.0000012016583616701948
7.828593640017685e-21	0.0000010838619237596214
7.909081468461946e-21	9.946934510556793e-7
8.09814675868595e-21	0.0000013039678705893668
8.28527210539584e-21	9.438999593811584e-7
8.31924080701441e-21	0.0000011685495486795943
8.40968714343682e-21	0.0000010116914534779671
8.572105638706225e-21	0.0000014396117670225545
8.596052324176048e-21	0.0000012667039579069183
8.6401284607192e-21	0.0000018224034088708407
8.6401284607192e-21	0.0000016574296838508393
8.654870671300484e-21	9.039674512922735e-7
8.743853671035969e-21	0.000001009788532149229
8.863922405444534e-21	0.000001113229090079448
9.093512991958712e-21	0.000001360135520076405
9.093512991958712e-21	0.0000012370087621989867
9.1401398510302e-21	0.000001525375904915902
9.1401398510302e-21	0.000001637887003347679
9.187005788661185e-21	0.0000017938093553470381
9.424964781401496e-21	0.000001119113044481092
9.541364653908862e-21	0.0000014650852099259402
9.570688550623546e-21	0.0000016972173558044261
9.619762120613675e-21	9.91328276462939e-7
9.619762120613675e-21	0.000001270716807903479
9.919533034499928e-21	9.91328276462939e-7
9.96311332579255e-21	0.0000011598698250942994
1.028109264052119e-20	0.0000013022505147240635
1.0601471928278723e-20	0.0000014149880380027999
1.0876067987065436e-20	0.0000015374853955156677
1.1423388474715293e-20	0.000001748989127097366
1.1485877283034362e-20	0.0000015260461452737533
1.1683366556980099e-20	0.0000019261199945126806
1.1743272853525184e-20	0.0000021801406323381357
1.217130642038288e-20	0.0000016559741153949314
1.2388258445412212e-20	0.000001910949553196229
1.2941689819542316e-20	0.0000017242716934176949
1.3172373832964891e-20	0.0000019512045681578663
1.3973597343940444e-20	0.0000020519004051042214
1.3973597343940444e-20	0.000001893401654466158
1.4458255197165764e-20	0.0000017726586281356894
1.485805682992305e-20	0.0000020277065376768665
1.583894972031912e-20	0.0000019166244157669665
1.5960926731506307e-20	0.000001779681014622825
1.6850092353354486e-20	0.000001977042140386746
1.723357355122363e-20	0.000002211975898857013
1.7861724497628837e-20	0.0000020170454763422247
1.8268228827855592e-20	0.0000022975456718897338
1.899228317046668e-20	0.0000025402557426658126
1.9187547824615458e-20	0.000003376802504992134
1.9187547824615458e-20	0.00000307111624189927
1.9187547824615458e-20	0.0000027931023378814584
1.9187547824615458e-20	0.00000215727587228484
1.9384820045986018e-20	0.0000023255720525272916
2.019440060645186e-20	0.0000025402557426658126
2.038712373152476e-20	0.0000030366194756864972
2.0402024545857717e-20	0.000003376802504992134
2.0422903984430092e-20	0.0000027931023378814584
2.1037792194429404e-20	0.0000022597089574702082
2.158270660454604e-20	0.000002497928153007859
2.1693371626977014e-20	0.000003376802504992134
2.1693371626977014e-20	0.00000307111624189927
2.1693371626977014e-20	0.0000027931023378814584
2.2663669147961478e-20	0.000002583016883161497
2.294878501082329e-20	0.0000029380906997075945
2.3066454580934177e-20	0.00000320340276866084
2.4627002610073567e-20	0.0000030784102044868968
2.50333651271845e-20	0.00000383222973777753
2.50333651271845e-20	0.0000034853157603913134
2.6212568397333578e-20	0.0000031379403593670435
2.661785312321265e-20	0.000003760188833218531
2.6754335788103666e-20	0.000003394650540171776
2.6983363807336493e-20	0.000002804167211740084
2.7928771111598137e-20	0.000003282032213369794
2.838961508471273e-20	0.0000036172829473751595
2.903571739509931e-20	0.000003959289609000192
2.9787791599009993e-20	0.000004326214020946997
3.06936046566368e-20	0.000003858291762068699
3.135088455441881e-20	0.0000035408731166415277
3.135088455441881e-20	0.000003245899546829741
3.178912926712144e-20	0.000004227977891321277
3.2693635943585523e-20	0.00000398047865361803
3.3850651904691e-20	0.000004273326149692738
3.490550552060038e-20	0.0000037887080882973513
3.5956432647567235e-20	0.000004432403542129611
3.6653735931090633e-20	0.0000037423912152476893
3.6925516035977705e-20	0.000003390179706842743
3.711485109646247e-20	0.000005040817022398161
3.7881949372852215e-20	0.000005842577130212861
3.7881949372852215e-20	0.000006224111900862937
3.80761885317258e-20	0.00000680765262884623
3.832038864488313e-20	0.00000437494905217739
3.942369108376029e-20	0.000005054121044554663
4.0486222634472487e-20	0.000006224111900862937
4.0486222634472487e-20	0.000005660671929104491
4.0486222634472487e-20	0.0000045905410946045805
4.1854747742843e-20	0.000005054121044554663
4.3092856112407525e-20	0.000006139385755627345
4.3269532068556393e-20	0.000005491662886521042
4.4415518768554436e-20	0.000005054121044554663
4.503054076810804e-20	0.000006761159045948654
4.58907773631486e-20	0.000005752800429900019
4.768524666442514e-20	0.000007100888263949498
4.768524666442514e-20	0.000006458077796106708
4.858791322833949e-20	0.000005801655082814992
4.9818104452584506e-20	0.00000529038410686877
4.9931472791790373e-20	0.000004769382048513951
5.0703486543224883e-20	0.000006825619787940779
5.085931580417434e-20	0.000006257009343933535
5.3716174898905834e-20	0.000006673141430313047
5.462203605034431e-20	0.000006115697847429892
5.761911109200634e-20	0.000005067460179472599
5.761911109200634e-20	0.000004731817602535068
5.803315246810362e-20	0.0000064939232934340064
5.831083164262768e-20	0.0000057889258176326435
6.158025651507626e-20	0.000006407212901654634
6.17235799271346e-20	0.000007329074691970637
6.221337931463032e-20	0.0000059828319744970295
6.54779816808597e-20	0.000007044960487378038
6.563037675487063e-20	0.000008058580603844379
6.564563575650896e-20	0.000006388242021194575
6.891389170995837e-20	0.00000914543630806788
6.944460306951687e-20	0.000006798686792774034
6.962241354011497e-20	0.000008317542392082515
6.962241354011497e-20	0.000007564593871050158
7.106138559165118e-20	0.000005491662886521042
7.142575183980316e-20	0.000006323326785823206
7.253009864841508e-20	0.000006879806286097246
7.290199570196428e-20	0.00000914543630806788
7.390307036413396e-20	0.000008122555199060689
7.390307036413396e-20	0.00000742630319673908
7.861426676231162e-20	0.000008154732698419894
7.879540375694011e-20	0.0000071912976779296585
7.952413498348644e-20	0.000006879806286097246
8.034174351294318e-20	0.000009025700138653343
8.200226514108463e-20	0.000009897957885023027
8.214218142431449e-20	0.000007290540656909137
8.383991491718889e-20	0.000007995109883176508
8.586500347940705e-20	0.000008922217649077823
8.763968111451494e-20	0.000009800606561186755
8.990969712645994e-20	0.000007938413766619684
9.037070782505164e-20	0.000010926273484274645
9.037070782505164e-20	0.000007143125274786492
9.29963962736232e-20	0.000008860698529897997
9.318683875777188e-20	0.000010002865391274854
9.511284576794438e-20	0.000007861889544483268
9.609072592944407e-20	0.000011532900210721095
9.609072592944407e-20	0.000007044960487378038
9.85796382997919e-20	0.000009742655970988499
9.85796382997919e-20	0.00000900194168222461
1.0165157582726785e-19	0.000011966424762582756
1.0165157582726785e-19	0.000010883159850628886
1.025217547488462e-19	0.000008016211049625681
1.0375253396951572e-19	0.00000900194168222461
1.0535670020960732e-19	0.000009878410565197973
1.0833717812845696e-19	0.000011761745968314095
1.086398244604872e-19	0.000010502712580529619
1.1225466808993447e-19	0.000010008139856623576
1.1519438479627701e-19	0.000012035439507508632
1.152801109970146e-19	0.000010577722908050262
1.1850825182204447e-19	0.000013796804942146644
1.191159012047859e-19	0.000009811375917923466
1.217160714268507e-19	0.0000086377866293769
1.222012045693521e-19	0.000011115081564407327
1.2282778951500071e-19	0.000012350964783669998
1.2536642251085658e-19	0.000008790910195083168
1.2600923706666906e-19	0.000010433732937811287
1.2665534764501414e-19	0.000013748402876651786
1.3060218009638714e-19	0.000011737345965052904
1.342968375140606e-19	0.00001409757126010168
1.346720036941191e-19	0.000012449015297949057
1.371745230592575e-19	0.00001148436548028274
1.4005742334209013e-19	0.000010122215994862437
1.4270866585255984e-19	0.000013076840933774175
1.4298698148758998e-19	0.000014664602168796023
1.4393031019934658e-19	0.000012798362615326434
1.5148294978307062e-19	0.000013652107563534913
1.5148294978307062e-19	0.00001160149940748005
1.518355149469772e-19	0.000015389757630511182
1.6024939355457213e-19	0.000012785718728157351
1.610710700503519e-19	0.000014467158100887429
1.610710700503519e-19	0.000013473368025143414
1.614459508425086e-19	0.000016560575027602846
1.6779798352475367e-19	0.000012449015297949057
1.6952315868804175e-19	0.000013393700544958334
1.7126607083053251e-19	0.000015740329199432713
1.7126607083053251e-19	0.000014372140800423657
1.7214423518301291e-19	0.00001749049257974853
1.8144231969409946e-19	0.0000161242562761738
1.8253020351064022e-19	0.000017923242659333244
1.9198928880652204e-19	0.000016856839829832416
1.940834611292524e-19	0.0000185658148832467
2.0379353714380015e-19	0.000017910363170851268
2.069444839180832e-19	0.000019345815203741617
2.1881877045643726e-19	0.000019342338832588945
2.3277711777756373e-19	0.000020813859525074635
2.3637619318823767e-19	0.000019110152523316288
2.4877986404012816e-19	0.00002116655201709639
2.6243025086744733e-19	0.000022114689754685495
2.7983475865575065e-19	0.000022482016484403475
2.900345276104723e-19	0.00002148271109431745
2.9678699985927097e-19	0.00002373803783553437
3.0839227636289397e-19	0.000026689259656577237
3.262391928255862e-19	0.00002714449222765819
3.4617959433640795e-19	0.000028557310753753104
3.6884484218306997e-19	0.00002915626340662463
3.783985476168546e-19	0.000027305951212755108
3.9420184666901926e-19	0.000029294277836528782
4.096163406697708e-19	0.00002959176264742709
4.1915287066782276e-19	0.00003278110390026038
4.3221450748614814e-19	0.0000321535600839441
4.444415969185815e-19	0.000034574865982298116
4.595715445980837e-19	0.000038907152491816
4.674734617466203e-19	0.00003516811254660749
4.836872311027391e-19	0.00003808194959080966
4.879466120436055e-19	0.00004127138579585525
5.169393140552222e-19	0.00004100418362557495
5.169393140552222e-19	0.000038187490086532065
5.496590116921196e-19	0.000037613093785160634
5.5093830167048e-19	0.0000419809704037692
5.755508444825261e-19	0.00004141148612607374
5.858099667907655e-19	0.00004421099929445949
6.057524613932653e-19	0.000049085626245738936
6.225028105750426e-19	0.00004545347438672032
6.440935912719586e-19	0.000051719898823493916
6.612596623175821e-19	0.000047156162550192735
6.829536531954172e-19	0.000054341243369502706
6.883731424962263e-19	0.000049085626245738936
7.259215642816368e-19	0.000057723643915516715
7.695644020631148e-19	0.000057450428019225166
7.721449107614962e-19	0.00006401908389208361
8.121590258569712e-19	0.00006100881076089287
8.210178583688169e-19	0.00006834692346389368
8.709571342652953e-19	0.00007146195672033114
8.709571342652953e-19	0.00006550879551258785
9.166599839212727e-19	0.00006550879551258785
9.308328907755907e-19	0.00007103940506061402
9.746800197248237e-19	0.00006882763498446956
9.8699277850945e-19	0.0000765676611086096
1.025825653248735e-18	0.00007317744722882974
1.0494645317783075e-18	0.00008075094697612165
1.1132993171752588e-18	0.0000845933201554716
1.180742399110943e-18	0.00008150178155977815
1.1837656486128643e-18	0.00009011747367278604
1.258692149736787e-18	0.00008685266081815148
1.304570543021832e-18	0.00008847000833441334
