# BACON Collaboration
# a combination of Al+/Yb, Sr/Yb and Al+/Hg+ clocks
# https://www.nature.com/articles/s41586-021-03253-4
# mass [eV] 	d_e
1.322974841284808e-23	1.301429970336782e-8
1.5045347435100777e-23	1.0049399284393695e-8
1.7976479819217615e-23	7.623860497122523e-9
2.026187085359164e-23	6.471042380269927e-9
2.2907997327354492e-23	5.994842503189396e-9
2.4357960070830064e-23	5.838895738792897e-9
2.589969827278086e-23	5.702015175185794e-9
2.9282104456162597e-23	5.5830397881176354e-9
3.1135516603251363e-23	5.5830397881176354e-9
3.310624055735614e-23	5.5830397881176354e-9
3.520170157469204e-23	5.597774876638348e-9
3.742979489340831e-23	5.785278231753853e-9
4.4996508765694136e-23	6.042433715759029e-9
5.087288878667779e-23	6.377909648155954e-9
5.40928906200802e-23	6.471042380269927e-9
7.093508568945536e-23	7.751514915383035e-9
7.476652634641738e-23	8.032303584603449e-9
8.008184394019182e-23	8.499033148316263e-9
8.484012892586827e-23	8.954868775333151e-9
9.494379835889115e-23	9.826754431756318e-9
1.0199119754107214e-22	1.0826249687419886e-8
1.0811446213226344e-22	1.1574342497714295e-8
1.1975861812590896e-22	1.3751817006088098e-8
1.2675395882884706e-22	1.5180516552972546e-8
1.37211131247393e-22	1.7502523097566044e-8
1.458959161046572e-22	1.914346966674354e-8
1.5520254855431004e-22	1.9855939392815658e-8
1.7307307853395807e-22	2.045279985258989e-8
1.8271478882362762e-22	2.299205041754632e-8
1.880876206053156e-22	2.5955784932767447e-8
1.9427972977810877e-22	3.080633542715868e-8
1.9527589634089053e-22	3.4344654468475655e-8
2.0657667420172202e-22	3.670819002792664e-8
2.1965195428768223e-22	3.656334435305498e-8
2.317160821941419e-22	3.4910938999977757e-8
2.452396800304102e-22	3.516280036043598e-8
2.5477006537377655e-22	3.523871249435771e-8
2.58588926639481e-22	3.9250835294034023e-8
2.6813894144876665e-22	4.420432116924679e-8
2.7034212878066277e-22	4.994184715965388e-8
2.793373984881324e-22	5.67821418844277e-8
2.9070603515534507e-22	6.341250957447312e-8
3.062737456209375e-22	6.326226043881551e-8
3.136715520211145e-22	5.8298694276954005e-8
3.185989567737345e-22	5.26233914173735e-8
3.218745563711186e-22	4.807638227876493e-8
3.218745563711186e-22	4.2506727316341766e-8
3.375293979059419e-22	5.7687272409809065e-8
3.59728633884275e-22	5.71643891410979e-8
3.8160950689122985e-22	5.351258017241925e-8
3.985648121897497e-22	5.674473786735173e-8
4.0369356512763905e-22	6.246692360956883e-8
4.0670788216642423e-22	7.102441968753442e-8
4.292453678824329e-22	7.1299375919314e-8
4.426215069800787e-22	6.60742664566269e-8
4.606355757055143e-22	5.995048608038494e-8
4.798733920311498e-22	5.349847727960428e-8
4.886239277394149e-22	5.0034077305958556e-8
5.133881491509999e-22	5.6677472716223085e-8
5.293863446073747e-22	1.155644979662713e-7
5.293863446073747e-22	1.0193807871787586e-7
5.293863446073747e-22	9.271009742371755e-8
5.293863446073747e-22	8.431748246014342e-8
5.293863446073747e-22	7.668461198917731e-8
5.310133310034005e-22	7.044476095789636e-8
5.375714333902103e-22	6.581354611848767e-8
5.486820833809215e-22	9.581551961434231e-8
5.514954429922704e-22	1.0703196533256567e-7
5.650571659432652e-22	1.218280153463323e-7
5.963397793900242e-22	1.0966325838427752e-7
6.015911859339301e-22	1.2291660353322575e-7
6.068888367024199e-22	9.984867990347652e-8
6.131284203133955e-22	8.968843605496833e-8
6.152824407811794e-22	8.199431653573626e-8
6.251152353640424e-22	7.498566127056082e-8
6.3749163284365285e-22	9.125544831857078e-8
6.3836166004219355e-22	1.0296421807362922e-7
6.3873489223200595e-22	1.1369986978047427e-7
6.39668927691211e-22	1.2914386618343483e-7
6.7784169503773865e-22	1.2471147987057409e-7
6.999185133823996e-22	1.1538188068680132e-7
7.174765563552289e-22	1.0466066775799692e-7
7.457439370579078e-22	1.2454723196519465e-7
7.534111264445741e-22	1.0397327815143067e-7
7.889007563667363e-22	7.165261614363369e-8
7.929458338215143e-22	7.894052085202949e-8
7.929458338215143e-22	6.739344287584556e-8
7.970116523536497e-22	1.1956144108033155e-7
7.9886663698558295e-22	8.965160218718482e-8
8.052059385936203e-22	9.772848181352759e-8
8.093346206393303e-22	1.0745597242288371e-7
8.388342659915851e-22	1.2586729613073396e-7
8.388342659915851e-22	8.696969026082609e-8
8.431353768097377e-22	9.468576303684664e-8
8.561714854767557e-22	1.1447311381094308e-7
8.605614926422723e-22	1.0247687078889907e-7
8.946695220359749e-22	1.0183066071789812e-7
8.95192610256609e-22	1.2529984972474836e-7
9.094321857962922e-22	1.1611408582801485e-7
9.320341739318057e-22	1.3493764745318074e-7
9.63046353975329e-22	1.2438320037810804e-7
9.63046353975329e-22	9.69587560422767e-8
9.650185265255617e-22	1.0686283132801124e-7
9.86307996812725e-22	1.3338175548208584e-7
9.930567931136714e-22	1.4965178895691868e-7
9.98148677755332e-22	1.2003508368410122e-7
1.049451802924963e-21	1.548412874522603e-7
1.0559123684655493e-21	1.7208828908788887e-7
1.072238321280217e-21	2.0228325589469312e-7
1.0777362080860742e-21	1.8838784597413646e-7
1.0777362080860742e-21	1.4426182589098874e-7
1.0906744896588488e-21	1.3285544867225182e-7
1.1000111078418878e-21	1.6998451353874136e-7
1.1113206111072227e-21	2.0550773358446573e-7
1.1113206111072227e-21	1.869040719775914e-7
1.1113206111072227e-21	1.5459660422201386e-7
1.1401056950958507e-21	3.302746204846316e-7
1.2060845559771522e-21	2.4688783365833003e-7
1.2091726931829194e-21	2.016843228600727e-7
1.2122687374557045e-21	2.2477508198246716e-7
1.2526053446302195e-21	1.8455430307984992e-7
1.2616063588903801e-21	1.474331847550994e-7
1.2645132559927157e-21	1.6436689782767324e-7
1.2919993918487612e-21	2.2177907710456874e-7
1.3284120206442908e-21	1.8938356689574574e-7
1.3524820143888637e-21	1.7324122182109353e-7
1.3747988998180922e-21	2.0681187092556343e-7
1.449903598182729e-21	2.2183222541556148e-7
1.490722459718836e-21	2.535581473027547e-7
1.5575256820754508e-21	2.8297874775224834e-7
1.5712413536469686e-21	3.250925130929742e-7
1.5999125673121843e-21	3.6567010901705013e-7
1.622573617090751e-21	3.225320304094732e-7
1.6308933403312751e-21	4.1457782800295155e-7
1.6476609833363318e-21	4.5314781527640175e-7
1.6646010188853963e-21	5.015463351684322e-7
1.7077170014895818e-21	5.521954460604592e-7
1.755794034965482e-21	5.969574885821218e-7
1.815807027569817e-21	6.023766237612148e-7
1.8438820655539923e-21	4.840135655811054e-7
1.8470281874919974e-21	5.440090879461042e-7
1.8628395016131497e-21	4.434003873610627e-7
1.872391184773588e-21	2.2418340389550358e-7
1.875129221760999e-21	3.3743985631471683e-7
1.8819918440541626e-21	2.678373233474924e-7
1.8819918440541626e-21	2.4167268796625286e-7
1.8877758525743868e-21	3.868633127008214e-7
1.8888795822615592e-21	3.0139605272107815e-7
1.9307386168176236e-21	4.4603779077736154e-7
2.0953755415841494e-21	2.804809996224317e-7
2.138683245073538e-21	2.3756747686447122e-7
2.154366252556431e-21	2.5759996769674444e-7
2.2443404196653224e-21	2.939981654468733e-7
2.2940767416969583e-21	3.3478212390311247e-7
2.309211465396306e-21	4.664785233043498e-7
2.309211465396306e-21	4.242503869560808e-7
2.309211465396306e-21	3.858449678613651e-7
2.3131515551593458e-21	3.593401839112352e-7
2.313940379478103e-21	5.291131897599941e-7
2.3258050760006854e-21	2.6093870901277096e-7
2.350919332427746e-21	3.0216306950856484e-7
2.3569387789269747e-21	5.699401987903077e-7
2.451190769399551e-21	4.0087693918922466e-7
2.4629193176603394e-21	4.4043017764782185e-7
2.5416178545577148e-21	3.678451625854501e-7
2.5631566471933178e-21	3.2049817199179837e-7
2.5842170505209733e-21	2.6363487578720414e-7
2.5936748016644296e-21	2.851666539280563e-7
2.6107860651089628e-21	4.4603779077736154e-7
2.6134579444192713e-21	4.069451683487131e-7
2.678409841190648e-21	3.2595051646383344e-7
2.678409841190648e-21	2.9801057709943847e-7
2.705947276611918e-21	3.6796637752687246e-7
2.780772497538759e-21	4.2090892037189265e-7
2.7821272980605627e-21	4.6297875825827223e-7
2.8625426867424718e-21	5.654512550255021e-7
2.8625426867424718e-21	5.14263576488075e-7
2.8674268973508823e-21	3.940673800493121e-7
2.921706377185015e-21	6.135939235781341e-7
2.9582221732322644e-21	4.6402592177852024e-7
2.9608169369321535e-21	4.1869590989281115e-7
3.0344016970991504e-21	3.82906901369291e-7
3.0593341270655393e-21	5.724494367997865e-7
3.064554112873014e-21	5.035332107861394e-7
3.07502081947159e-21	4.603711764689299e-7
