# I2
# Electronic transition of molecular iodine
# https://arxiv.org/pdf/2111.06883.pdf
# mass [eV] 	d_e
2.6191446764911713e-11	581286.1381411452
2.8689869703505067e-11	633062.9461522431
3.142676856596855e-11	692920.8698154833
3.4270154291912555e-11	799883.0128344892
3.771160859687847e-11	899568.5121075006
4.1309734316573755e-11	999563.6413697994
4.525309881521681e-11	1161997.0603869236
4.95705347322638e-11	1284699.0864730512
5.4302720795349063e-11	1500983.138220927
5.948552783126177e-11	1718822.1214830577
6.516082877478141e-11	1900322.5434526284
7.13803039751756e-11	2187067.8712083898
7.81893279445685e-11	2381876.220908449
8.565194110775834e-11	2727559.980443498
9.382636145988361e-11	3107775.3053452615
1.0278092931630432e-10	3540991.7353837285
1.1258849469765971e-10	3974301.008532535
1.2333191792102336e-10	4460634.106707693
1.340801608727532e-10	5031671.315063931
1.4800402357026018e-10	6119630.724504825
1.6212763920964975e-10	6903047.781697966
1.7760409741702364e-10	8024822.930785174
1.945597643152553e-10	9423010.517799573
2.131331569587386e-10	11009410.72303959
2.3348740247288615e-10	13322852.117955925
2.557830496953511e-10	15961389.731869958
2.8021036577392934e-10	19315405.732819524
3.0697924826359076e-10	24088839.846455537
3.363022020595457e-10	29741871.62096308
3.684243615333793e-10	36537673.09617778
4.0361085660954003e-10	44437931.828311786
4.4219147681574556e-10	58565775.67331679
4.699492895966516e-10	71947629.70691736
4.682035593760857e-10	1413246.7061668066
5.128390555564493e-10	1456454.4195073985
5.617725314611506e-10	1626495.7103191656
6.39189059769199e-10	1892707.3340008135
7.272797054474719e-10	2220249.181257072
7.906139933510359e-10	2350994.745961434
9.132856649978246e-10	2633392.380591767
1.0004142209647305e-9	2896890.9117334876
1.0958445291942768e-9	3154925.2165692304
1.2004008324649803e-9	3505623.5242552445
1.3148517754337177e-9	3649251.783099578
1.4402696863876196e-9	3954403.097506597
1.5658114436941388e-9	4532857.042732744
1.7151738122337692e-9	4931658.398576108
1.9812851230800588e-9	5479856.57626441
2.17035369618638e-9	6181371.635927589
2.359410194212304e-9	6704986.806055254
2.6642241862914486e-9	7670383.616538997
2.8961055829241166e-9	7747770.063003979
3.6926266276524047e-9	9809078.954521049
4.3640605224439524e-9	11810860.61366112
4.927791228384604e-9	13322852.117955925
7.203207161472802e-9	19122479.174656708
7.878492224558846e-9	21184221.57542733
8.643361105898732e-9	23728835.54135059
9.467993200929225e-9	26234501.25845558
1.037120189756085e-8	28715048.86152785
1.136062709014598e-8	31588290.71201673
1.2444562940294354e-8	35099613.274345055
1.3631854074317465e-8	38805985.52813345
1.493234942442207e-8	42688931.44288973
1.6356758112644987e-8	46491355.8643383
1.7917212600516636e-8	51143303.69836605
1.9626349761154833e-8	55698783.07916042
2.1498420691646288e-8	60356328.75638449
2.354939600224268e-8	66395612.567496434
2.5796159445780807e-8	73406711.35852833
2.825647269656151e-8	78750485.1779625
3.095232145174488e-8	87066206.80585064
3.3905210318034527e-8	95778094.09408888
3.71394552971968e-8	104309321.08229248
4.0682604208276925e-8	114746562.82877132
4.4563561993389385e-8	125596180.61191726
4.881567571874722e-8	140259555.16469005
5.3472750166459284e-8	154293994.93783867
5.857467195753064e-8	171445159.92477176
6.416429130013456e-8	193393063.1079557
7.028631036542945e-8	214890441.11044514
7.699353904993167e-8	242400080.91919455
8.434041918807801e-8	272062449.74788815
9.239011009817374e-8	311547108.7875164
1.0120856758746404e-7	358557379.8219942
1.1086872980475765e-7	412661170.64978933
1.2145209036988055e-7	479720397.3663559
1.330450900897631e-7	554884948.2340759
1.4574814329305893e-7	658137747.3844409
1.5966179857511626e-7	768937778.3888317
1.7490702803922677e-7	916610597.2164044
1.9160520870467118e-7	1076314253.0113914
2.0990253454953017e-7	1295962411.7364502
2.2995153407278646e-7	1592080402.619503
2.5191433160244586e-7	1946066910.8760386
2.7597218457630865e-7	2354999946.6357083
3.023304397543281e-7	2878615592.354536
3.312124834020634e-7	3590010530.6054153
3.628536684910259e-7	4477213159.022743
3.9752702682065666e-7	5725572483.542984
4.3056465830930135e-7	6946114851.585942
4.3056465830930135e-7	1e30

