# I2
# Electronic transition of molecular iodine
# https://arxiv.org/pdf/2111.06883.pdf
# mass [eV] 	d_e
4.861653291507192e-14	1e30
4.861653291507192e-14	13313.551669284869
5.2129489525060295e-14	12996.631204719073
5.685425457213092e-14	17493.47536722564
6.086462591478928e-14	15547.134093296683
6.395992173713923e-14	11997.154391812262
7.030199908115725e-14	15822.66786572799
7.699242528482301e-14	13886.871287052203
8.432396752465316e-14	12879.740730201287
9.23694539842872e-14	14311.439730163018
1.0117824511282768e-13	15199.914936935502
1.1168692524087249e-13	18766.94442677423
1.19912520096255e-13	24733.389069916473
1.3096954329993533e-13	18028.30984849467
1.4341442647796887e-13	13748.166135417243
1.5355646570300141e-13	14601.67248978939
1.607625038296648e-13	21010.65067093604
1.727346420112739e-13	28980.350816901
1.7354229302387148e-13	41062.4991724426
1.821475140001373e-13	15664.62754835061
2.003190049129543e-13	20853.059056795217
2.1942342235728128e-13	22259.09095143776
2.404046687043288e-13	30232.662862750632
2.635799940983408e-13	27760.000720347547
2.6828762554884696e-13	22997.26816548365
2.884377989196339e-13	33425.10552349463
3.1592958473766893e-13	33762.33117849347
3.4611077345098325e-13	42106.04736196798
3.705184856824828e-13	36769.6379500365
3.7606118697952027e-13	26137.35529882065
3.873892097148292e-13	12944.549483574981
3.934399301833475e-13	18278.8772608025
4.2771407099513694e-13	19932.02391174901
4.68409405208881e-13	17145.763169541697
5.131425671945739e-13	20748.65520997035
5.620034873119099e-13	19147.533813546943
6.157129403853762e-13	24733.389069916473
6.744046149824929e-13	25234.976604086543
7.387085181271845e-13	26401.054892959262
8.091398975399086e-13	27482.72767376199
8.79792502386502e-13	36539.66652662273
9.709038877386928e-13	33762.33117849347
1.0635040170431643e-12	36220.12091046386
1.1648805313356129e-12	36954.656767376364
1.2759933468488234e-12	40044.814080787866
1.3976449347586614e-12	41476.77843835513
1.5308800780585862e-12	42530.8549782391
1.6769119463088482e-12	46319.19907981722
1.8369961452024903e-12	54117.2150947601
2.012027829956609e-12	53041.54457200119
2.204166285181929e-12	63865.96464130377
2.4142054285082336e-12	63228.05721588239
2.6440962133387933e-12	58642.50967560915
2.896263589292655e-12	62596.52135136507
3.1726912726313027e-12	71681.20872706038
3.4757167615713438e-12	87618.9595737837
3.806562464215095e-12	78458.87332763759
4.0141007203770795e-12	77286.31656061744
5.079572430892702e-12	100840.04531376334
5.563773091057225e-12	102885.05861669358
6.094476864014261e-12	111488.33203704955
6.6758338593895045e-12	121418.9145584552
7.31271647600757e-12	133568.15060651524
8.010586908798603e-12	151425.2834026363
8.773930774085142e-12	149912.81407375986
9.611202781362492e-12	169104.20991516637
1.0528523473019173e-11	193646.45040757337
1.1533231420790809e-11	218436.49724924398
1.2633515633976172e-11	240293.3601296549
1.3838570962964888e-11	260386.74886935053
1.5158931455616845e-11	289331.0774679364
1.6605032908352582e-11	316688.1636056455
1.818951893111517e-11	355441.1255557026
1.9926146910735652e-11	419470.77869873063
2.1826502939386545e-11	447753.88536978024
2.3909004973089555e-11	497525.7560418112
