# H/Quartz/Sapphire
# Comparisons of a bulk acoustic wave quartz oscillator with a H-maser and a cryogenic sapphire oscillator
# https://arxiv.org/pdf/2010.08107.pdf
# mass [eV] 	d_e
4.1403496595254534e-19	1e20
4.1403496595254534e-19	4.795193255963598
4.583009503451627e-19	5.270478514257175
5.07297040389022e-19	5.816724551186931
5.615312099912589e-19	6.419584941453682
6.215603503296179e-19	7.114099247636521
6.822569256951715e-19	7.369988010493698
6.981621265103443e-19	1.5942450464130131
7.7610207268252e-19	1.7236970305040396
8.590736812025106e-19	1.9023454528879575
9.509061364540516e-19	2.116834346369185
1.0525552116557336e-18	2.355506799864164
1.1650819037509117e-18	2.599637622313439
1.2896386122230698e-18	2.8690707951839465
1.4275755633502327e-18	3.0514695932632816
1.5801870875383492e-18	3.381598302008644
1.7491219081379336e-18	3.732075903987993
1.936117231722293e-18	4.118877911919472
2.1431038725954934e-18	4.545769081269117
2.3722190647764176e-18	5.016904356505305
2.815848443627414e-18	5.766763186196744
2.949712840183639e-18	1.5782467138202545
3.2779327086252608e-18	1.6273376420132069
3.628334094873098e-18	1.8108194852430344
4.0163727573369344e-18	1.9418334531210109
4.445955283392247e-18	2.0652839056208454
4.921558710924846e-18	2.169671509942477
5.40260064819216e-18	2.1012355489465184
5.638183108024272e-18	1.6273376420132069
6.1887425626326085e-18	1.6903804806691194
6.908503660276284e-18	1.9023454528879575
7.646887935267649e-18	2.1430900990357187
8.46427557019902e-18	2.394541881871583
9.370893844089093e-18	2.272321736157197
1.0324338787226789e-17	2.4409011494252644
1.1579776379862469e-17	2.6865131080070106
1.2661874045024442e-17	2.751513314900994
1.4069679236608916e-17	3.026495337089847
1.5513736178404442e-17	3.381598302008644
1.738337076406132e-17	4.080973285834541
1.908211438529982e-17	4.010324790862116
2.0941001104586243e-17	4.962232454303036
2.3287606464732337e-17	5.389938205613965
2.604947803922898e-17	6.596062676905802
2.844060878970062e-17	8.52390786728726
3.171759917308807e-17	9.938363070482712
3.51377060124707e-17	11.831596416732264
3.3630806743268715e-17	9.761754185283978
3.916285075226228e-17	11.988195242280916
4.281846850199244e-17	13.270280120189422
4.396358217668582e-17	19.399808291988855
4.8090622430827106e-17	17.271141779938556
4.952191901149323e-17	13.78565629922536
5.448310224339614e-17	15.755214039803205
5.994305674709677e-17	17.57798085226023
6.172816748278962e-17	13.834295058909971
6.808158772139438e-17	13.632031378998414
7.518694764208209e-17	14.90504541945315
8.373683851105226e-17	15.43029567031764
8.196167904985684e-17	11.438242685982363
9.137200927125804e-17	14.246349580596656
9.779718871459775e-17	12.456881013633149
1.0694929179502884e-16	11.522787034145288
1.1701235269871505e-16	10.437344798013292
1.1954921091472532e-16	13.834295058909971
1.2942222998842007e-16	8.014399087201559
1.3154773531134718e-16	13.78565629922536
1.3047772439254778e-16	10.707289381343848
1.4663995740925561e-16	12.277332461399817
1.4082777766696181e-16	10.129512309066158
1.6048264610495847e-16	12.253812787679259
1.682600870614762e-16	10.005412081110688
1.7610118306217495e-16	17.4434227051922
1.8623234475668694e-16	11.857553437834753
1.9517771711251287e-16	9.20658303391564
2.0441618653015103e-16	12.388820419929932
2.160575462590209e-16	9.642159491810459
2.341156314561687e-16	11.696251401905862
2.3871404772074897e-16	8.52390786728726
2.460523790495065e-16	7.261770403956824
2.654466808908405e-16	10.07968856870476
2.841828432239919e-16	7.19050956859169
2.9186288852257007e-16	10.425098526148652
3.124601692121601e-16	7.504446469814625
3.2312344813029497e-16	9.92352441459548
3.4886494810869835e-16	7.24190518449599
3.5770009807763783e-16	10.171220170107375
3.829436271884972e-16	7.321693613524849
3.96224801483943e-16	6.224766408043023
4.267429758459217e-16	8.461095813855044
4.386577798814855e-16	5.986460620746481
4.724388199557272e-16	8.214442192245821
4.873792172235597e-16	5.982947594074431
5.194494032032495e-16	8.559004716376343
5.408241795541942e-16	6.285349391922897
5.778018201001288e-16	8.124925002308103
5.934726023460532e-16	5.8647234254132705
6.309438727386029e-16	12.491051396816722
6.365865015065445e-16	8.772641429612477
6.453402562127957e-16	6.626332700825729
7.07422555550262e-16	9.025261230044075
7.007550614568571e-16	6.30752545608497
7.866125409860916e-16	10.68531380328571
7.73755958595576e-16	7.261770403956824
8.624087126174875e-16	29.241145856731908
8.627574086902916e-16	20.962755272052817
8.630674791132108e-16	15.594196794001247
8.633776609737904e-16	11.600525336201333
8.596656849469811e-16	8.350570614646475
