# Axion-magnon conversion (YIG)
# https://arxiv.org/pdf/2001.10666.pdf
# m_a [eV]  g_ae [dimensionless]
0.0000957615622616696	 1.0e0
0.0000957615622616696	 1.5393419055529898e-13
0.00011511410112837662	 8.748880943306073e-14
0.00013614839913999544	 4.794449916429668e-14
0.00016455115706271467	 2.11124317468101e-14
0.0001813930693911067	 1.2906781025788482e-14
0.0002076816469312824	 6.225801226145043e-15
0.0002364963549176739	 2.548780605758744e-15
0.0002607019025820371	 1.2750901683166812e-15
0.00027224065316485535	 9.353545286844984e-16
0.0003001046517818875	 6.039522986305595e-16
0.0003001046517818875   1.0e0
